smiles,c9h10n2o2pf2cl
O=C(F)NC(CCl)=NNPCC1=C(SO)CC(F)=C1,0.76672659607082
O=C(F)NC(=NCNF)C(=O)C=C1C=[SH]#[PH]C(F)=C1,0.76672659607082
O=C(F)NC(=NCNCl)C(=O)C=C1C=[SH]#[PH]C(Cl)=C1,0.76672659607082
O=C(F)NC(=NCCl)C(=O)C[O+]=C1C=[SH]#[PH]C(F)C1,0.76672659607082
O=C(F)NC(=NCCl)C(=O)C=C1C=[SH]#[PH]C(F)=C1,0.76672659607082
O=C(F)NC(=NCCl)C(=O)C=C1C=CC(F)[SH]=C1O,0.76672659607082
O=C(F)NC(=NCCl)C(=O)C1C=[SH]#[PH]C(O)C1,0.76672659607082
O=C(F)NC(=NCCCl)C(O)=C=[SH]#[PH]CF,0.76672659607082
O=C(F)NC(=NCCCl)C(=O)C=C=[SH][N-]CF,0.76672659607082
O=C(F)NC(=NCCCl)C(=O)C=C=[SH]#[PH]CO,0.76672659607082
O=C(F)NC(=NCCCl)C(=O)C=C=[SH]#[PH]C(F)=CP,0.76672659607082
O=C(F)NC(=NCCCl)C(=O)C=C=[SH]#P(F)C=CP,0.76672659607082
O=C(F)NC(=NCCCl)C(=O)C=C=[SH]#P(F)C(O)F,0.76672659607082
O=C(F)NC(=NCCCl)C(=O)C=C1C=[SH][PH]=C(F)C1,0.76672659607082
O=C(F)NC(=NCCCl)C(=O)C=C1C=[SH]#[PH]C(F)=C1O,0.76672659607082
O=C(F)N1C(C(C=C=S)C=C(F)P)=NCC1OCl,0.76672659607082
O=C(F)N(NCO)C(=O)C=C1C=[SH]#[PH]C(F)=C1,0.76672659607082
O=C(F)C[O+](Cl)NNP(S)Cc1ccc(F)cc1O,0.76672659607082
O=C(F)CC(=NNC1=CC=C(Cl)COC1)SC(=O)F,0.76672659607082
O=C(F)C=NN[PH]1=CC2=C(SCl)OC(F)C=C2C1,0.76672659607082
O=C(F)C=NN[PH]1=CC2=C(F)OC(Cl)=CC2C1S,0.76672659607082
O=C(F)C=NNOPCC1=C(F)COC(S)=C1,0.76672659607082
O=C(F)C=C1CSC(Cl)=CC=[PH]2NN=COC2C(F)O1,0.76672659607082
O=C(F)C1C=CC=[PH]=CC(C(O)SF)=NNC=C(Cl)O1,0.76672659607082
O=C(F)C1=NSN(PCC=C2C=C(F)CO2)C1Cl,0.76672659607082
O=C(F)C1=NN[PH](CC2=CC(F)OC(SCl)=C2)=C1,0.76672659607082
O=C(F)C1=NN[PH](CC2=CC(F)OC(Cl)=C2)=C1S,0.76672659607082
O=C(F)C1=NNS[PH](=CC2=CC(F)OC(Cl)=C2)C1,0.76672659607082
O=C(F)C1=NNPC(C=COCC(F)=C=S)C1Cl,0.76672659607082
O=C(F)C1=NNPC(C=C=COCC(F)=S)C1Cl,0.76672659607082
O=C(F)C1=NNPC(C2=COCC(SF)=C2)C1Cl,0.76672659607082
O=C(F)C1=NNPC(C2=C(O)CC(F)=C2)C1SCl,0.76672659607082
O=C(F)C1=NNPC(C2=C(O)C(S)C(F)=C2)C1Cl,0.76672659607082
O=C(F)C1=NNP(CC2=COC=C(F)C2)C1SCl,0.76672659607082
O=C(F)C1=NNP(CC2=C(SO)CC(F)=C2)C1Cl,0.76672659607082
O=C(F)C1=NNP(CC2=C(O)SCC(F)=C2)C1Cl,0.76672659607082
O=C(F)C1=NNP(CC2=C(O)C=C(F)C2)C1SCl,0.76672659607082
O=C(F)C1=NNP(CC2=C(O)C=C(F)C2)C(Cl)S1,0.76672659607082
O=C(F)C1=NNP(C2C=CC=C(F)C2=[SH]O)C1Cl,0.76672659607082
O=C(F)C1=NNP(C2=CC(F)CC(O)=C2)C1(S)Cl,0.76672659607082
O=C(F)C1=NNP(C2=CC(F)CC(O)=C2)C(Cl)S1,0.76672659607082
O=C(F)C1=NNP(C(S)C2C=C(F)C=CO2)C1Cl,0.76672659607082
O=C(F)C1=NN=C[PH](C(S)C2C=CC(F)=C2)=C1,0.76672659607082
O=C(F)C1=NN=C[PH](C(S)C2=CCC=C2)=C1,0.76672659607082
O=C(F)C1=CC(O)=C(CPNN=C(CSCl)C(=O)F)C1,0.76672659607082
O=C(F)C1=CC(C[PH]2=CC(C(=O)S)=NN2)=C(F)CO1,0.76672659607082
O=C(F)C1=CC(CN2CSC(O)C=N2)=CC(F)O1,0.76672659607082
O=C(F)C1=C2C[PH](NN=CC(O)(O)F)=CC2=C(Cl)SC1,0.76672659607082
O=C(F)C1=C2C=[PH](NSN=CC(O)F)CC2C=C(Cl)O1,0.76672659607082
O=C(F)C(O)C=NSNP=C=CC(C=CCl)=C(F)CO,0.76672659607082
O=C(F)C(O)C=NN[PH]1=CC=C(SCl)OC(F)C#CC1,0.76672659607082
O=C(F)C(O)C=NN[PH]1=CC2=C(F)OC(Cl)=CC2C1S,0.76672659607082
O=C(F)C(O)C=NNSP=CCC=CC1(F)C=C(Cl)O1,0.76672659607082
O=C(F)C(O)=NNPSC1=CC=C(F)COC1,0.76672659607082
O=C(F)C(O)=NNPCC=C=COCC(F)=S,0.76672659607082
O=C(F)C(O)=NNPCC=C1OCC(F)=C=[SH]1,0.76672659607082
O=C(F)C(O)=NNP(S)C1C=C(O)CC(F)=C1,0.76672659607082
O=C(F)C(N=NPCC=CC=C(F)F)SCCl,0.76672659607082
O=C(F)C(F)C=NN[PH]1=CC=C(Cl)SC(F)C#CC1,0.76672659607082
O=C(F)C(Cl)NNPP=CCC=CC1(F)C=C(Cl)SO1,0.76672659607082
O=C(F)C(Cl)NNPCC1SC=C(F)C=C1Cl,0.76672659607082
O=C(F)C(Cl)NN(S)PCC=CC=C(O)F,0.76672659607082
O=C(F)C(Cl)NC=NPC#SC1=C(F)CC(O)=C1,0.76672659607082
O=C(F)C(CSCl)PCC1=C(O)C=C(F)C1,0.76672659607082
O=C(F)C(CSCl)=NPCC1=CC(Br)=C(S)C1,0.76672659607082
O=C(F)C(CSCl)=NOPNC=C(F)COC=CF,0.76672659607082
O=C(F)C(CSCl)=NN[PH]1=CCC(F)C(F)C1,0.76672659607082
O=C(F)C(CSCl)=NN[PH]1=CCC(F)=C(F)C1,0.76672659607082
O=C(F)C(CSCl)=NN[PH]1=C(F)C(O)CC1,0.76672659607082
O=C(F)C(CSCl)=NNPCc1cc(F)ccc1F,0.76672659607082
O=C(F)C(CSCl)=NNPCNC1=C(O)C=C(F)C1,0.76672659607082
O=C(F)C(CSCl)=NNPCC=CC=C(F)Cl,0.76672659607082
O=C(F)C(CSCl)=NNPCC=CC(O)F,0.76672659607082
O=C(F)C(CSCl)=NNPCC=C(O)C=CO,0.76672659607082
O=C(F)C(CSCl)=NNPCC=C(O)C=C=[O+]CF,0.76672659607082
O=C(F)C(CSCl)=NNPCC1C=C(Cl)OCC1F,0.76672659607082
O=C(F)C(CSCl)=NNPC1C=[O+]C(O)C=C(F)C1,0.76672659607082
O=C(F)C(CSCl)=NNP1CC=C(F)C(F)C1,0.76672659607082
O=C(F)C(CSCl)=NNNPCC1=C(O)CC(F)=C1,0.76672659607082
O=C(F)C(CO)=NNSPCC1C=C(F)CO1,0.76672659607082
O=C(F)C(CO)=NNPCSC1C=C(F)OC1,0.76672659607082
O=C(F)C(CO)=NNPC1C=C(F)C(S)OC1,0.76672659607082
O=C(F)C(CO)=NNPC1=C(O)C=C(Br)CC1,0.76672659607082
O=C(F)C(CO)=NNCC=COCC(F)=S,0.76672659607082
O=C(F)C(CCl)PCC=C=COCC(F)=S,0.76672659607082
O=C(F)C(CCl)N=NNPCC1=C(F)COC(S)=C1,0.76672659607082
O=C(F)C(CCl)=S1NP1CC1=[PH]C(F)C=C(F)C1,0.76672659607082
O=C(F)C(CCl)=Nn1pccc1C=C(F)COS,0.76672659607082
O=C(F)C(CCl)=NSNPCC=CC=C(F)F,0.76672659607082
O=C(F)C(CCl)=NSN=PC1C=C(O)CC(F)=C1,0.76672659607082
O=C(F)C(CCl)=NSN1PC1C=C1C=C(F)CO1,0.76672659607082
O=C(F)C(CCl)=NN[PH]#SCC=C(C=C(O)F)OCl,0.76672659607082
O=C(F)C(CCl)=NNSPCc1cc(F)cc(F)c1,0.76672659607082
O=C(F)C(CCl)=NNSPC=C1C=C(F)C=CO1,0.76672659607082
O=C(F)C(CCl)=NNPSCC=CC(O)F,0.76672659607082
O=C(F)C(CCl)=NNPPCC=COCC(F)=C=S,0.76672659607082
O=C(F)C(CCl)=NNPNC1=C(O)CC(Br)=C1,0.76672659607082
O=C(F)C(CCl)=NNPCc1ccc(Cl)cc1SF,0.76672659607082
O=C(F)C(CCl)=NNPCc1cc(F)cc(SF)c1,0.76672659607082
O=C(F)C(CCl)=NNPCc1cc(F)c(S)c(F)c1,0.76672659607082
O=C(F)C(CCl)=NNPCCOCC(F)=S,0.76672659607082
O=C(F)C(CCl)=NNPCC=COC=C(O)S,0.76672659607082
O=C(F)C(CCl)=NNPCC=CN=C(CCl)C(=O)SF,0.76672659607082
O=C(F)C(CCl)=NNPCC=CC=[SH](=O)F,0.76672659607082
O=C(F)C(CCl)=NNPCC=CC=C(F)C#P=[SH]O,0.76672659607082
O=C(F)C(CCl)=NNPCC=CC(CF)SF,0.76672659607082
O=C(F)C(CCl)=NNPCC=C1OC[SH]1F,0.76672659607082
O=C(F)C(CCl)=NNPCC=C1OC=C(C(O)F)[SH]1,0.76672659607082
O=C(F)C(CCl)=NNPCC1CC(F)=C(F)S1,0.76672659607082
O=C(F)C(CCl)=NNPCC1C=CCS1,0.76672659607082
O=C(F)C(CCl)=NNPCC1=[SH]#CC=C(F)C1=O,0.76672659607082
O=C(F)C(CCl)=NNPCC1=[PH]#[SH]CC(F)=C1,0.76672659607082
O=C(F)C(CCl)=NNPCC1=COCC(O)S1,0.76672659607082
O=C(F)C(CCl)=NNPCC1=CC(O)(F)C(F)CS1,0.76672659607082
O=C(F)C(CCl)=NNPCC1=C(Cl)CC(Br)=C1,0.76672659607082
O=C(F)C(CCl)=NNPC=C=C1C=C(F)[SH]=CO1,0.76672659607082
O=C(F)C(CCl)=NNPC=C(O)CC(F)S,0.76672659607082
O=C(F)C(CCl)=NNPC1C=C(Cl)C(F)C(F)C1=[SH]O,0.76672659607082
O=C(F)C(CCl)=NNPC(S)C=C(F)COC=CF,0.76672659607082
O=C(F)C(CCl)=NNPC(C=C=S)C=C(F)P,0.76672659607082
O=C(F)C(CCl)=NNPC#CC=C1C=S(F)CO1,0.76672659607082
O=C(F)C(CCl)=NNP=CSC1=CC=C(F)CO1,0.76672659607082
O=C(F)C(CCl)=NNP=CC=C(O)C=C(F)C#[SH],0.76672659607082
O=C(F)C(CCl)=NNP=CC1=CC=C(F)SC1O,0.76672659607082
O=C(F)C(CCl)=NNP=C=C(F)CCc1cos1,0.76672659607082
O=C(F)C(CCl)=NNP1O[SH]=C2C(F)=CC=CC21,0.76672659607082
O=C(F)C(CCl)=NNP1CC=S(O)CC1F,0.76672659607082
O=C(F)C(CCl)=NNP1CC2=C(CC(F)=C2)SO1,0.76672659607082
O=C(F)C(CCl)=NNP(Br)CCC1=C(F)COC(Cl)=C1,0.76672659607082
O=C(F)C(CCl)=NNNSPCC1C=C(F)C=CO1,0.76672659607082
O=C(F)C(CCl)=NNNPCC1=COCC(SF)=C1,0.76672659607082
O=C(F)C(CCl)=NNC(S)C1=COC(F)CO1,0.76672659607082
O=C(F)C(CCl)=NN=PSCC1=COC=C(F)C1,0.76672659607082
O=C(F)C(CCl)=NN=PSCC1=C(O)C=C(F)C1,0.76672659607082
O=C(F)C(CCl)=NN=PCC=COCC(F)=C=S,0.76672659607082
O=C(F)C(CCl)=NN=PCC=C=COCC(F)=S,0.76672659607082
O=C(F)C(CCl)=NN=PCC1=C(SO)C=C(F)C1,0.76672659607082
O=C(F)C(CCl)=NN=PCC1=C(F)COC(S)=C1,0.76672659607082
O=C(F)C(CCl)=NN1PCC1=C=COCC(F)=S,0.76672659607082
O=C(F)C(CCl)=NN(S)PCC=CC=C(F)F,0.76672659607082
O=C(F)C(CCl)=NN(S)PCC=CC(O)F,0.76672659607082
O=C(F)C(CCl)=NN(S)PC1C=CC=C(F)C1=O,0.76672659607082
O=C(F)C(CCl)=NN(Br)PCC1=C(O)C=C(F)CC1,0.76672659607082
O=C(F)C(CCl)=NC=CCPNN=C(CSCl)C(=O)F,0.76672659607082
O=C(F)C(C=CSCl)=NNPCc1coc(F)c1,0.76672659607082
O=C(F)C(C#CCl)=NNPCC1=COCC(F)S1,0.76672659607082
O=C(F)C(=O)S[N-]C1=NN[PH](CC2=CC=C(F)C2)=C1,0.76672659607082
O=C(F)C(=O)C(CCl)=NNPCC=C1OCC(F)=C=[SH]1,0.76672659607082
O=C(F)C(=O)C(CCl)=NNPCC1=C(SO)C=C(F)C1,0.76672659607082
O=C(F)C(=NN[PH]1=CC2=C(F)C(Cl)=CC2C1)SCCl,0.76672659607082
O=C(F)C(=NNPCc1cc(F)ccc1F)SCCl,0.76672659607082
O=C(F)C(=NNPCc1cc(F)cc(F)c1)SCCl,0.76672659607082
O=C(F)C(=NNPCCC1=COCC(F)=C1)C(Cl)Br,0.76672659607082
O=C(F)C(=NNPCC=CC=C(F)F)SCCl,0.76672659607082
O=C(F)C(=NNPCC=CC=C(F)Cl)SCCl,0.76672659607082
O=C(F)C(=NNPCC=C1OC=C(F)CS1)NCCl,0.76672659607082
O=C(F)C(=NNPCC=C(Cl)C=C(F)CO)SCCl,0.76672659607082
O=C(F)C(=NNPC=CC(F)CO)SCCl,0.76672659607082
O=C(F)C(=NNPC1C#COC(O)C1)SCCl,0.76672659607082
O=C(F)C(=NN=PCC1=C(O)CC(F)=C1)SCCl,0.76672659607082
O=C(F)C(=CNPCC=COCC(F)=S)CF,0.76672659607082
O=C(F)C#CC=CCPNN=C(SCCl)C(=O)F,0.76672659607082
O=C(C=PSNC=C(F)COC(Cl)C(=O)F)NCCl,0.76672659607082
O=C(C=POC=C(F)COC=CSF)NCCl,0.76672659607082
O=C(C=PNC(F)COCl)NC(=CS)CF,0.76672659607082
O=C(C=NN[PH]1=CC2OC(Cl)=C(F)C=C2C1)SF,0.76672659607082
O=C(C=C=[SH]#[PH]C(F)CCl)C(N=COF)=NCCCl,0.76672659607082
O=C(C=C=[SH]#[PH]C(F)=CBr)C(=NCCCl)NSCF,0.76672659607082
O=C(C=C1C=[SH]#[PH]C(F)C1)C(C=CF)=NCCl,0.76672659607082
O=C(C=C1C=[SH]#[PH]C(F)C1)C(=NCCl)NOO,0.76672659607082
O=C(C=C1C=[SH]#[PH]C(F)=C1)NN=C(CCl)C(=O)F,0.76672659607082
O=C(C=C1C=[SH]#[PH]C(F)=C1)C(C[O-])=NCCCl,0.76672659607082
O=C(C=C1C=[SH]#[PH]C(F)=C1)C(CF)=NCCCl,0.76672659607082
O=C(C=C1C=[SH]#[PH]C(F)=C1)C(=NCNCl)NF,0.76672659607082
O=C(C=C1C=[SH]#[PH]=C(F)C1)C(=NCF)NCF,0.76672659607082
O=C(C=C1C=[SH]#[PH]=C(F)C1)C(=NCCl)NCCl,0.76672659607082
O=C(C(=NCCl)NOF)[PH]1=CC2=C(S)OCC(F)=C2C1,0.76672659607082
O=C(C#[O+])C(CF)=NNPCC1=C(O)CC(Br)=C1,0.76672659607082
O=C(Br)C(CCl)=NNPCC1=C(C(O)F)C(F)CO1,0.76672659607082
NPC=C(F)CC=C(F)ON=C(CCl)[SH]=O,0.76672659607082
NPC(F)=CC(C=C=S)C(=NCCOCl)NC(=O)F,0.76672659607082
NP1(NN=CC(O)F)=C(S)C2=C(F)OCC(=C2Cl)C1,0.76672659607082
NOC(F)C=NNS[PH]1=CC2=C(F)OC(Cl)=CC2C1,0.76672659607082
NOC(F)C=NN(S)[PH]1=CC2=C(Cl)OC(F)C=C2C1,0.76672659607082
NN=C1C(S)=PC(C2=CC(F)OC(Cl)=C2)C1(O)F,0.76672659607082
NN=C(O)C(CF)P=CC1=CCC(Br)=C1,0.76672659607082
NN=C(C(S)=PCc1ccc(F)c(F)c1)C(O)F,0.76672659607082
NN=C(Br)C(F)OC=PCC1=C(F)C=C(F)C1,0.76672659607082
NCC1=NN[PH](CC2=C(F)COC(F)=C2)=C1Br,0.76672659607082
NCC1=NCC(Cl)C(=C2C=[SH]#[PH]C(F)=C2)C1=O,0.76672659607082
NCC1=C(CF)C(PON(S)N=CC(=O)Cl)C=C1F,0.76672659607082
NC1C(F)=COC=C1CPNN=C(CSCl)C(=O)F,0.76672659607082
NC1=C(F)C=CC1C(S)[PH]1=CC(C(=O)O)=NN1,0.76672659607082
NC1=C(C[PH]2=CC(C(=O)S)=NN2)C=C(F)OC1,0.76672659607082
NC(Cl)C(=NN[PH]#SC1C=C(O)C=C(F)C1)C(=O)F,0.76672659607082
NC(CCl)=NPCC1=COCC(SF)=C1,0.76672659607082
NC(C1=C(F)COC(F)=C1)[PH]1=CC(Cl)(C(=O)S)NN1,0.76672659607082
NC(=O)NC(=O)C=PNC=C(F)COC=CSF,0.76672659607082
NC(=O)CN=C(NC(=O)Cl)C(O)=C=[SH]#[PH]C=CF,0.76672659607082
NC(=O)CN=C(C[O-])OC=C1C=[SH]#[PH]C(F)=C1,0.76672659607082
NC(=O)C1=C[SH](=PNN=C(CCl)C(=O)F)=CC(F)C1,0.76672659607082
NC(=NN[PH]1=CC2=C(SCl)OCC(F)=C2C1)C(O)F,0.76672659607082
NC(=NNPCC1=C(O)CC(Br)=C1)C(=O)F,0.76672659607082
N=CN[PH](=COF)C(S)C1C=CC(F)=C1,0.76672659607082
N=C=[PH](NN=CC(=O)O)C(S)C1C=CC(F)=C1,0.76672659607082
N=C1N[PH](C(S)C2C=CC(F)N=C2)=COC1=O,0.76672659607082
N=C1N[PH](C(S)C2C=CC(F)=C2)=CC(F)C1=O,0.76672659607082
N=C1N[PH](C(S)C2=C(Cl)CC=C2)=COC1=O,0.76672659607082
N=C1N[PH](C(N=S)C2=C(F)CC=C2)=COC1=O,0.76672659607082
N=C(P=CC(=NN)C(=O)S)C1=C(O)CC(F)=C1,0.76672659607082
N=C(N)SCC1CC(F)=CC=C1C(=O)O,0.76672659607082
N=C(F)C(CSCl)=NNC=PCCC=C(O)F,0.76672659607082
N=C(F)C(CCl)=NNPCC1=COCC(Br)=C1,0.76672659607082
N=C(F)C(CCl)=NNPCC1=C(O)CC(Br)=C1,0.76672659607082
N=C(F)C(CCl)=NNCC1=C(O)CC(Br)=C1,0.76672659607082
N=C(F)C(CCl)=NN(S)PCC=CC=C(O)F,0.76672659607082
N=C(F)C(=NNPCC=CC=C(F)C=O)SCl,0.76672659607082
N=C(C1=C(O)CC(F)=C1)[PH]1=CC(C(=O)S)=NN1,0.76672659607082
N#CCN=C(C[O-])C(=O)C=C1C=[SH]#[PH]C(F)=C1,0.76672659607082
N#CCC=NN[PH]1=CC=C(SCl)OC(F)C#CC1,0.76672659607082
N#CC1C=C2C[PH](NN=CC(O)F)=C(Br)C2=C(Cl)O1,0.76672659607082
N#CC(F)C=NN[PH]1=CC2=C(F)OC(Cl)=CC2C1S,0.76672659607082
N#CC(F)C(=NNPCC1=C(O)CC(Br)=C1)C(=O)Cl,0.76672659607082
FSCC=NNPCC1=C(F)C=C(F)OC1,0.76672659607082
FSC1=CC(CPNN=C(Cl)CCl)=COC1,0.76672659607082
FSC(CCl)=NNPCc1ccc(F)cc1,0.76672659607082
FSC(=CC[PH]1=NN=CC(F)O1)OCCCl,0.76672659607082
FOCC=NNNP=C=CC(C=CCl)=C(F)COS,0.76672659607082
FOC(Cl)NNPCC=COCC(F)=C=S,0.76672659607082
FNC1C=C(C[PH]2=CC(C(F)F)=NN2)C=C(Br)O1,0.76672659607082
FCOC1=NN[PH](=CC2=C(F)OC(Cl)=CC2Br)C1CF,0.76672659607082
FCC1=S(C[PH]2=C(Cl)C(F)C=NN2)COO1,0.76672659607082
FCC1=NN[PH](CS2=C(F)C=COC2)=C1,0.76672659607082
FCC(CCl)=NNP(Cl)CC1CC(F)=COS1,0.76672659607082
FCC(CCl)=NNCC=COCC(F)=S,0.76672659607082
FCC(C=NN[PH]1=CC2=C(Cl)C=C(F)OC2C1)OBr,0.76672659607082
FC1CSC=[PH]=CC(C(F)Cl)=NNC=C(Cl)O1,0.76672659607082
FC1C=C2C[PH](NN=[SH]C(F)F)=CC2=C(Cl)O1,0.76672659607082
FC1=CC=C(PNN=C(CCl)SCl)COC1,0.76672659607082
FC1=CC=C(C(S)PNN=C(Cl)CCl)OC1,0.76672659607082
FC1=CC(Cl)=CC[PH]2=NN[SH](CO1)C(F)(F)C2,0.76672659607082
FC1=CC(Cl)=CC[PH]2=NN=C(CO1)S(F)(F)C2,0.76672659607082
FC1=CC(Cl)=C2C[PH](NN=CC(F)S)=CC12,0.76672659607082
FC1=CC(CPNN=CC(F)S)=COC1,0.76672659607082
FC1=CC(C=[PH]2=CC(C(F)S)=NN2)=CC(F)O1,0.76672659607082
FC1=CC(=CCPNN=C(Cl)CCl)OSC1,0.76672659607082
FC1=CC(=CCPNN=C(Cl)CCl)OC=[SH]1,0.76672659607082
FC1=C2C=[PH](SN3N=CC(F)O3)CC2C=C(Cl)O1,0.76672659607082
FC1=C2C=[PH](NN=CC(F)Cl)CC2[SH]=C(Cl)O1,0.76672659607082
FC1=C2C=[PH](NN=CC(F)Cl)C(=CS)C2C=C(Cl)O1,0.76672659607082
FC1=C2C=[PH](N3N=CC(F)O3)C(S)C2C=C(Cl)O1,0.76672659607082
FC1=C(CP=CC2=NNOC2F)C=C(SCl)OC1,0.76672659607082
FC(P)C=NN[PH]1=CC2=CC(Br)OC(Cl)=C2C1,0.76672659607082
FC(F)C1=CC(C(S)[PH]2=CONN=N2)C=C1,0.76672659607082
FC(Cl)C1=NN[PH](CC2=CC(Cl)OC(Br)=C2)=C1,0.76672659607082
FC(=S)COC=C=CCPNN=C(Cl)CCl,0.76672659607082
FC(=S)C(CCl)=NNPCC1=CCC(F)=C1,0.76672659607082
Cc1c(F)coc1CP=NN=C(CSCl)C(=O)F,0.76672659607082
Cc1c(F)cccc1[PH]1=CC(C(=O)S)=NN1,0.76672659607082
Cc1c(CP2NN=C(C(=O)F)C2SCl)oc(CO)c1F,0.76672659607082
C[PH]#[SH]=C=C=CC(=O)[PH]1=CC(C(F)Cl)=NN1,0.76672659607082
CSN=C(C=O)C=PNC1=C(F)COC(N)=C1,0.76672659607082
CSC(Cl)=NNPCC=CC=C(F)C=O,0.76672659607082
CS1=C=C(Cl)CC(F)=CC=[PH]1NN=CO,0.76672659607082
CP(O)#[SH]=C=CC(=O)C(=NCCCl)NC(=O)F,0.76672659607082
CP(F)#[SH]=C=CC(=O)C(=NCCCl)NC(=N)F,0.76672659607082
CP(F)#[SH]=C=C(O)C(=NCCCl)NC(=O)F,0.76672659607082
COc1cc(F)c(CSC(=N)N)cc1O,0.76672659607082
CONC(=O)C=PSNC=C(F)COC=CF,0.76672659607082
COC1=NN[PH](=C(S)C2C=CC(F)=C2)=C1,0.76672659607082
COC(S)=CC(=CF)C[PH]1=CC(F)=NN1,0.76672659607082
COC(F)=CC(=CF)O[PH]1=CC(C(=O)S)=NN1,0.76672659607082
CNC1=C(CF)C(PON(S)N=CC(=O)Cl)C=C1F,0.76672659607082
CNC(=O)C1=C(N(C)C(Br)C(F)(F)F)C(Cl)C=N1,0.76672659607082
CN=CPC=PNC1=C(O)CC(F)=C1C(=O)S,0.76672659607082
CN=C=NPC=PNC1=C(O)CC(F)=C1C(=O)S,0.76672659607082
CN=C=C(C=PNC1=C(O)COC(F)=C1)C(=O)S,0.76672659607082
CN=C([N-]PNC1=C(F)C=C(O)C1)C(=O)S,0.76672659607082
CN=C(P)C=PNC1=C(O)CC(F)=C1C(=O)S,0.76672659607082
CN=C(P)C1=PNC=C(O)CC(F)=C1C(=O)S,0.76672659607082
CN=C(CNC1=C(O)CC(F)=C1)C(=O)S,0.76672659607082
CN=C(C=PNc1cc(F)cc(F)c1)C(=O)S,0.76672659607082
CN=C(C=PNOC1=C([O-])C=C(F)C1)C(=O)S,0.76672659607082
CN=C(C=PNC1=CC=C(F)CO1)NC(=O)S,0.76672659607082
CN=C(C=PNC1=CC(F)CC(F)=C1)C(=O)S,0.76672659607082
CN=C(C=PNC1=C(O)C=C(F)C1N)C(=O)S,0.76672659607082
CN=C(C=PNC1=C(O)C=C(Cl)C1)C(=O)S,0.76672659607082
CN=C(C=PNC1=C(F)C=CC(F)C1)C(=O)S,0.76672659607082
CN=C(C=PNC1=C(F)C=C(Cl)CC1)C(=O)S,0.76672659607082
CN=C(C=PNC1=C(Cl)COC(F)=C1)[N+](=O)S,0.76672659607082
CN=C(C=PNC1=C(C#N)COC1F)C(=O)S,0.76672659607082
CN(CC1=CC(F)=C(Br)C1)N=CC(O)F,0.76672659607082
CC=CC(F)SC(Cl)=C(N)N=CC(O)F,0.76672659607082
CC=CC(=C=N)PNN=C(SCl)C(=O)CF,0.76672659607082
CC=C=C(Cl)OC(F)=CC=PN1N=CC(F)S1=O,0.76672659607082
CC1C=C(Cl)OC(Br)=C1[PH]#[PH]NN=CC(O)F,0.76672659607082
CC1=NCC(Cl)C(=C2C=[SH]#[PH]C(F)=C2)C1=O,0.76672659607082
CC1=COC(PON(S)N=CC(=O)Cl)C=C1F,0.76672659607082
CC1=C(Cl)OCC(O)=C1P=C=[SH](COF)=NN,0.76672659607082
CC1=C(Cl)OCC(F)=C1P=C=[SH](COF)=NO,0.76672659607082
CC1=C(Cl)C(S)C(C2=NNC(O)(C(F)(F)F)C2)=C1,0.76672659607082
CC1=C(C[PH]2=CC(C(=O)SCl)=NN2)C=C(F)C1,0.76672659607082
CC1=C(CF)C(PON(S)OC=CF)C=C1F,0.76672659607082
CC1=C(CF)C(PON(S)N=CF)C=C1F,0.76672659607082
CC1=C(CF)C(=PON(S)N=CC(=O)Cl)C=C1F,0.76672659607082
CC(F)[PH]#[SH]=C=C=CC(=O)C(=NCNCl)NC(=O)F,0.76672659607082
CC(F)OS#CCPNN=C(CCl)C(=O)F,0.76672659607082
CC(F)=CC(=C=CPNN=C(Cl)CCl)SO,0.76672659607082
CC(F)=CC(=C=CPNN=C(CCl)C(=O)F)SC#N,0.76672659607082
CC(F)=CC(=C=CP=NN=C(CCl)C(=O)F)SO,0.76672659607082
CC(Cl)=NSNPNC=C=CC=C(F)C=O,0.76672659607082
CC(CC(Br)C(F)(F)F)c1nc(Cl)ncc1C(=O)O,0.76672659607082
CC(C=CF)=CNPON=C(CSCl)C(=O)O,0.76672659607082
CC(=O)Oc1ccnc(C(F)(Cl)Br)c1N(C)O,0.76672659607082
CC(=O)N=C(NC(=O)F)C(=O)C=C1C=[SH]#[PH]C(F)=C1,0.76672659607082
CC(=O)N=C(C=PNC1=C(F)COC(F)=C1)C(=O)S,0.76672659607082
CC(=O)C1C=[SH]#[PH]C(F)C1C(F)=NCCl,0.76672659607082
CC(=O)C1=NN[PH](=CC2=CC(F)=C(I)OC2)C1,0.76672659607082
CC(=O)C1=C(CF)C(PON(S)N=CC(=O)Cl)C=C1F,0.76672659607082
CC(=NNPCC=CC=C(F)C=O)SCl,0.76672659607082
CC(=CPNN=C(CSCl)C(=O)F)OC=CO,0.76672659607082
CC(=CNPOC(CSCl)C(=O)F)OC=CF,0.76672659607082
C=[PH]=CC=C(O)OC(Cl)=CNN=CC(O)SF,0.76672659607082
C=NC(F)[PH]#[SH]=C=CC(=O)C(N=COF)=NCCCl,0.76672659607082
C=NC(F)S#CC(O)=CCPNN=C(CCl)C(=O)F,0.76672659607082
C=CP(F)#[SH]=C=CC(=O)C=[O+]NCCCl,0.76672659607082
C=CP(F)#[SH]=C=CC(=O)C(=NCCCl)C(Cl)=C=N,0.76672659607082
