smiles,mestranol-similarity
C#CC1(O)COC2C3CCc4cc(OOO)ccc4C3CCC21OC,0.791295746785361
C#CC1(C)CSCC2C3CCc4cc(OOC)ccc4C3CCC21Br,0.791295746785361
C#CN1CCC2C3CCc4cc(OC(=O)OC)ccc4C3CCC21C,0.7911646586345382
C#CC1(O)CCC(C2CCc3cc(OOOF)ccc3C2C)C1(C)C,0.7911646586345382
COc1ccc2c(c1)CCC1C3CCC(C)(O)C(CCC21)C3,0.7911111111111111
COc1ccc2c(c1)CCC1C2CCC2(OO)C1CCN2C,0.7911111111111111
COc1ccc2c(c1)CCC1C2CCC2(OC)C([O-])CCC12,0.7911111111111111
COc1ccc2c(c1)CCC1C2CCC2(OC)C(O)CCC12,0.7911111111111111
CCc1ccc2c(c1)CCC1C2CCC2(O)C1CCC2(C)C,0.7911111111111111
C#CC1(O)CCC2C3CC(Cl)c4cc(OOOCC)ccc4C3CCC21C,0.7910863509749304
C#CC1(C)CCCC2C3CCc4cc(OC(=O)C#N)ccc4C3CCC21O,0.7910863509749304
COc1ccc2c(c1)CCC1C2C(Cl)CC2(C)C1CCC2(O)OC,0.7910295616717634
C=P#CC1(OO)CCC2C3CCc4cc(C)ccc4C3CCC21C,0.7910295616717634
C#Cc1ccc2c(c1)CCC1C2C(S)CC2(C)C1CCC2(O)C#C,0.7910295616717634
C#Cc1ccc2c(c1)CCC1C2C(Cl)CC2(C)C1CCC2(O)C#C,0.7910295616717634
C#CNC1(O)CCC2C3CCc4ccc(OO)cc4C3CCC21C,0.7910295616717634
C#CNC1(C#C)CCC2C3CCc4cc(O)ccc4C3CCC21C,0.7910295616717634
C#CN(C)C1(O)CCC2C3CCc4cc([O-])ccc4C3CCC21C,0.7910295616717634
C#CC1SCCC2C3(C)CCc4cc(OC)ccc4C3CCC12O,0.7910295616717634
C#CC1CCNC2C1(C)CCC1c3ccc(OC)cc3CCC12O,0.7910295616717634
C#CC1CCC2C3(O)CCc4cc(OC)ccc4C3CCC12CC,0.7910295616717634
C#CC1([O-])CCC2C3=CCc4ccc(OOC)cc4C3CCC21C,0.7910295616717634
C#CC1(SC#N)CCC2C3CCc4cc(O)ccc4C3CCC21C,0.7910295616717634
C#CC1(S)CCC2C3C(=N)Cc4cc(OO)ccc4C3CCC21C,0.7910295616717634
C#CC1(P)CCC2C3CCc4cc(OO)ccc4C3CC(=O)C21C,0.7910295616717634
C#CC1(C)CCC2C3CCc4ccc(CCC)cc4C3CCC21C,0.7910295616717634
C#CC(O)C12CCCC1C1CCc3cc(OC)ccc3C1C(Cl)C2,0.7910295616717634
C#Cc1cc(OOC)cc2c1C1CCC3(C)C(CCC3(O)C#N)C1CC2,0.7909604519774011
C#CC1(OCC)CCC2C3CCc4cc(OC)ccc4C3CCC21C#C,0.7909604519774011
C#COc1ccc2c(c1)CCC1C2CCC2(C)C1CC2(C#C)C#C,0.7908902691511386
C#CC1([O-])CCC2C3CCc4cc(OONC)ccc4C3CC21C,0.7908902691511386
C#CC1(C#C)CC2C3CCc4cc(OC#[SH])ccc4C3CCC21C,0.7908902691511386
C#CC1(O)CCC2C3CCc4cc(OOC(C)=O)ccc4C3=CCC21C,0.7906976744186047
COc1ccc2c(c1)CCC1C2CCC2CCC([O-])(C#[SH])CC21,0.7905982905982906
COc1ccc2c(c1)CCC1C2CCC2CCC(O)(C#[SH])CC21,0.7905982905982906
C#CC1([O-])CC2=C3CCc4cc(OC)ccc4C3CCC21C[O-],0.7905982905982906
C#CC1([O-])CC2=C3CCc4cc(OC)ccc4C3CCC21CO,0.7905982905982906
C#CC1(O)CCC2C3CCc4cc(OOF)ccc4C3CC21C,0.7905982905982906
C#CC1(C)CCCC2(CCC3c4ccc(OC)cc4CCC32)C1,0.7905982905982906
C#CC1(C)CCC2C3CCc4cc(ONC)ccc4C3CC21C,0.7905982905982906
C#CC1(O)NCC2C3CCc4cc(C(C)=O)ccc4C3CCC21OC,0.7905604719764012
C#CC1(O)CSCC2C3CCc4cc(C(=O)O)ccc4C3CCC21C,0.7905604719764012
C#CC1(O)CCCC2C3CCC4CC(C(C)=O)=CC=C4C3CCC21C,0.7905604719764012
C#CC1(O)CCCC2C3CCc4cc(OCS)ccc4C3CCC21NCC,0.7905282331511839
CNOOc1ccc2c(c1)CCC1C2CCC23CC#CC2([O-])CCC13,0.7904191616766467
CCOOc1ccc2c(c1)CCC1C2CCC2(C)C1CCCC2(C)[O-],0.7904191616766467
C#CC1(OOO)CCC2C3CCc4cc(OC(N)=O)ccc4C3CCC21C,0.7903970452446907
COc1ccc2c(c1)CCC1C2CCC([O-])(CO)C1C,0.7903030303030303
COc1ccc2c(c1)CCC1(C#CO)C2CCC2(C)C(O)CCC21,0.790273556231003
C#COc1cccc2c1C1CCC3(C)C(CCC3(O)C#C)C1CC2,0.790273556231003
C#CC1(C)CCC2C3CCc4cccc(COC)c4C3CCC21C,0.790273556231003
C#CC1(C)CCC2C3CCc4cc(C)ccc4C3CCC21C(C)=O,0.790273556231003
COc1ccc2c(c1)CCC1C2CCC2(C(C)=O)C1CC[N-]C2([O-])C#[SH],0.7902621722846441
COc1ccc2c(c1)CCC1C2CCC2(C(C)=O)C1CC[N-]C2([O-])C#N,0.7902621722846441
COc1ccc2c(c1)CCC1C2CCC2(C(C)=O)C1CCSC2([O-])C#[O+],0.7902621722846441
COc1ccc2c(c1)CCC1C2CCC2(C(C)=O)C1CCOC2([O-])C#[SH],0.7902621722846441
COc1ccc2c(c1)CCC1C2CCC2(C(C)=O)C1CCOC2([O-])C#[O+],0.7902621722846441
COc1ccc2c(c1)CCC1C2CCC2(C(C)=O)C1CCOC2([O-])C#N,0.7902621722846441
COc1ccc2c(c1)CCC1C2CCC2(C(C)=O)C1CCOC2(O)C#[SH],0.7902621722846441
COc1ccc2c(c1)CCC1C2CCC2(C(C)=O)C1CCOC2(O)C#N,0.7902621722846441
COc1ccc2c(c1)CCC1C2CCC2(C(C)=O)C1CCNC2([O-])C#[SH],0.7902621722846441
COc1ccc2c(c1)CCC1C2CCC2(C(C)=O)C1CCNC2([O-])C#N,0.7902621722846441
COc1ccc2c(c1)CCC1C2CCC2(C(C)=O)C1CCNC2(O)C#[SH],0.7902621722846441
COc1ccc2c(c1)CCC1C2CCC2(C(C)=O)C1CCNC2(O)C#N,0.7902621722846441
C#CC1(O)NSCC2C3CCc4cc(OC)ccc4C3CCC21C(C)=O,0.7902621722846441
CSOc1ccc2c(c1)CCC1C2CCC2(N)C1CCCC2(C)O,0.7901234567901234
CC12CCC3c4ccc(OC#[SH])cc4CCC3C1CCCC2([O-])[O-],0.7901234567901234
CC12CCC3c4ccc(OC#[SH])cc4CCC3C1CCCC2(N)[O-],0.7901234567901234
CC12CCC3c4ccc(OC#N)cc4CCC3C1CCCC2(O)O,0.7901234567901234
CC1([O-])CCCC2C3CCc4cc(OC=N)ccc4C3CCC21C,0.7901234567901234
C#SC1(C#N)CCCC2C3CCc4cc(OC=O)ccc4C3CCC21C,0.7901234567901234
C#CC1(SBr)CCC2C3CCc4cc(OOC)ccc4C3CCC21CC,0.7901234567901234
C#CC1(OF)CCC2C3CCc4cc(OOC)ccc4C3CCC21OC,0.7901234567901234
C#CC1(OC)OCCC2C3CCc4cc(OC=C)ccc4C3CCC21C,0.7901234567901234
C#CC1(O)CCC2C3CCc4c(ccc5c4CC(OC)CC5)C3CCC21C,0.7898550724637681
CNC12CCC3c4ccc(OC)cc4CCC3C1CCCC2(C)C#[SH],0.7898338220918866
C=CC1(O)OOCCC2C3CCc4cc(OC)ccc4C3CCC21C,0.7898338220918866
C#CSC12CCC3c4ccc(OC)cc4CCC3C1CC(Cl)C2([O-])[O-],0.7898338220918866
C#CC1([O-])CSCC2C3CCC4=[SH]C(OC)=CC=C4C3CCC21OC,0.7898338220918866
C#CC1(O)OCCC2C3CCc4cc(CO)ccc4C3CCC21OC,0.7898338220918866
C#CC1(O)NSCC2C3CCc4cc(OC)ccc4C3CCC21N=C,0.7898338220918866
C#CC1(O)NSCC2C3CCc4cc(OC)ccc4C3CCC21C=O,0.7898338220918866
C#CC1(F)NCCC2C3CCc4cc(OC)ccc4C3CCC21C=N,0.7898338220918866
C#CC([O-])C1(C(C)=O)CCC2c3ccc(OC)cc3CCC2C1CC,0.7898338220918866
Cc1ccc2c(c1)CCC1C2CCC2(C)C1CCC21C#P=CO1,0.7898089171974522
COc1ccc2c(c1)CCC1C3CCC(O)(O)C(O)(CCC21)C3,0.7898089171974522
C#CC1(SO)CCC2C3CCc4cc([O-])ccc4C3CCC21O,0.7898089171974522
C#CC1(OP)CCC2C3CCc4cc(N)ccc4C3CCC21O,0.7898089171974522
C#CC1(OF)CCC2C3CCc4cc(C)ccc4C3CCC21N,0.7898089171974522
C#CC1(OC)CCC2C3CCc4nc(C)ccc4C3CCC21C,0.7898089171974522
C#CC1(CO)CCC2C3CCc4cc(O)ccc4C3CCC21O,0.7898089171974522
CSc1ccc2c(c1)CCC1C2CCC2(C)C1CC2(O)P,0.7897793263646922
CCC1(CO)CCC2c3ccc(OC)cc3CCC2C1C,0.7897793263646922
COOc1ccc2c(c1)CCC1C2CCC2(CC#[O+])C1CC2([O-])C#[O+],0.7896825396825397
C#CC1CCC2C1(C)CCC1c3ccc(OC)cc3CCC12C#CCO,0.7895716945996276
C#C[SH]1CCC2C3CCc4cc(OOC(C)=O)ccc4C3CCC21C,0.7895266868076535
C#CC1CCC2C3CCc4cc(OOC(C)=O)ccc4C3CCC12C,0.7895266868076535
COc1ccc2c(c1)CCC1C2CCC2(C)C1CCC21C#CCC(=O)O1,0.789423984891407
CC#CC1(C#[PH]Cl)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.789423984891407
C=[O+]OC1(C#[PH]S)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.789423984891407
C#CNC1(OOC)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.789423984891407
C#CNC1(OCC)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.789423984891407
COc1ccc2c(c1)CCC1C2CCC2(O)C1CCC2(P)C1C#C1,0.7893660531697342
C=CC1(C#N)CCC2C3CCc4cc(OO)ccc4C3CCC21C,0.7893660531697342
C#CC1CCC2C3CCc4cc(OC)ccc4C3CCC12COC,0.7893660531697342
C#CC1(SCl)CCC2C3CCc4cc(CO)ccc4C3CCC21C,0.7893660531697342
C#CC1(SCl)CCC2C3CCC4=CC(OC)=CCC4C3CCC21C,0.7893660531697342
C#CC1(SC)CCC2C3CCc4cc(C=C)ccc4C3CCC21O,0.7893660531697342
C#CC1(PC)CCC2C3CCC4CC(OC)=CC=C4C3CCC21C,0.7893660531697342
C#CC1(OP)CCC2C3CCC4=CC(OC)=CCC4C3CCC21C,0.7893660531697342
C#CC1(ON)CCC2C3CCC4=CC(OC)=CCC4C3CCC21C,0.7893660531697342
C#CC1(OF)CCC2C3CCC4CC(OC)=CC=C4C3CCC21C,0.7893660531697342
C#CC1(OF)CCC2C3CCC4=CC(OC)=CCC4C3CCC21C,0.7893660531697342
C#CC1(OCl)CCC2C3CCC4CC(OC)=CC=C4C3CCC21C,0.7893660531697342
C#CC1(OCl)CCC2C3CCC4=CC(OC)=CCC4C3CCC21C,0.7893660531697342
C#CC1(OC)CCC2C3CCc4cc(OC)ccc4C3C=CC21O,0.7893660531697342
C#CC1(OC)CCC2C3CCC4CC(OC)=CC=C4C3CCC21C,0.7893660531697342
C#CC1(OC)CCC2C3CCC4=CC(OC)=CCC4C3CCC21C,0.7893660531697342
C#CC1(OBr)CCC2C3C=Cc4cc(OC)ccc4C3CCC21C,0.7893660531697342
C#CC1(O)OCCC(C2CCc3cc(CC)ccc3C2)C1(C)CC,0.7893660531697342
C#CC1(O)CCC2C3CCC(=CC(=C)OC)C(=C)C3CCC21C=S,0.7893660531697342
C#CC1(CC)C(C2CCc3cc(OC)ccc3C2)CCC1([O-])C#[SH],0.7893660531697342
COc1ccc2c(c1)CCC1C2CCC2(N)C1CC2([O-])OC,0.7892976588628763
COc1ccc2c(c1)CCC1C2CCC12CCC([O-])(C#[SH])C2,0.7892976588628763
C#CC1(N)CC2C3CCc4cc(OC)ccc4C3=CCC21C,0.7892976588628763
CC12CCC3c4ccc(OSOO)cc4CCC3C1CCC2(O)O,0.7892004153686396
CC12CCC3c4ccc(OSON)cc4CCC3C1CCC2(O)O,0.7892004153686396
CC12CCC3c4ccc(OOOP)cc4CCC3C1CCC2(O)S,0.7892004153686396
CC12CCC3c4ccc(OOOO)cc4CCC3C1CCC2(O)Cl,0.7892004153686396
CC12CCC3c4ccc(OOON)cc4CCC3C1CCC2(O)P,0.7892004153686396
CC12CCC3c4ccc(OOON)cc4CCC3C1CCC2(O)O,0.7892004153686396
CC12CCC3c4ccc(OOOF)cc4CCC3C1CCC2(O)Cl,0.7892004153686396
CC12CCC3c4ccc(OOOBr)cc4CCC3C1CCC2(N)[O-],0.7892004153686396
CC12CCC3c4ccc(OOCP)cc4CCC3C1CCC2(O)O,0.7892004153686396
CC12CCC3c4ccc(OOCN)cc4CCC3C1CCC2([O-])[O-],0.7892004153686396
CC12CCC3c4ccc(OOCN)cc4CCC3C1CCC2(O)O,0.7892004153686396
CC12CCC3c4ccc(OOCBr)cc4CCC3C1CCC2(O)O,0.7892004153686396
CC12CCC3c4ccc(ONOO)cc4CCC3C1CCC2(O)O,0.7892004153686396
CC12CCC3c4ccc(ONOBr)cc4CCC3C1CCC2(O)Br,0.7892004153686396
CC12CCC3c4ccc(OC=NN)cc4CCC3C1CCC2(N)O,0.7892004153686396
C=CSOc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)O,0.7892004153686396
C#CC1(O)CCC2C3CCc4cc(OC(=O)O)ccc4C3CCC21,0.7892004153686396
C#CC1CCC2C3C(OC)CCc4cc(OC)ccc4C3CCC12C,0.7891156462585034
C#CC1CCC2C3C(CCC)Cc4cc(OC)ccc4C3CCC12C,0.7891156462585034
CC1(O)CCC2C3CCc4cc(ONO)ccc4C3CCC21O,0.7888531618435155
C#CC1([O-])CC2C3CCC4C(OC(C)=O)=CC=C4C3CCC21C,0.7888531618435155
CNC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])P,0.7887887887887888
CCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)Cl,0.7887887887887888
C#CC(C)([O-])C1(C)CCC2c3ccc(ONON)cc3CCC2C1C,0.7887887887887888
C#S#CC12CCC3c4ccc(OC)cc4CCC3C1CCC2(C)C(C)=O,0.7887323943661971
C#CC1(OC=O)CCC2(S)C3CCc4cc(OC)ccc4C3CCC12C,0.7887323943661971
COc1ccc2c(c1)CCC1C2CCC23C#CCC2(O)CC(=O)C13,0.7886178861788617
COC12CCC3c4ccc(C)cc4CCC3C1CCC2(O)C#P=N,0.7886178861788617
C#CCC1(C)CCC2c3ccc(OC)cc3CCC2(CO)C1CC,0.7886178861788617
C#CC1(C(C)=O)CCC2C3CCc4cc(F)ccc4C3CCC21C,0.7886178861788617
C#CC1(SO)CCC2C3CCc4cc(OC)cc(OOC)c4C3CCC21C,0.7885304659498208
COC=CC1=C(C)CCC2C1CCC1(C)C2CCC1([O-])C#[SH],0.7884828349944628
COC=CC1=C(C)CCC2C1CCC1(C)C2CCC1([O-])C#N,0.7884828349944628
C#CC1CCC2C3CCc4cc(C)ccc4C3CCC12CO,0.7884828349944628
C#CC1([O-])CCC2C3CCC4C(OC)=CC=C4C3CCC21[O-],0.7884828349944628
C#CC1([O-])CCC2C3CCC4=CC(O)=CCC4C3CCC21C,0.7884828349944628
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3C=CC21C,0.7884828349944628
C#CC1(O)CCC2C3CCC4=CC(S)=CCC4C3CCC21C,0.7884828349944628
C#CC1(O)CCC2C3CCC4=CC(P)=CCC4C3CCC21C,0.7884828349944628
C#CC1(O)CCC2C3CCC(=C)C(=CC=CP)C3CCC21C,0.7884828349944628
C#CC1(C)CCC2C3COc4cc(Cl)ccc4C3CCC21C,0.7884828349944628
CCOc1ccc2c(c1)CCC1C2COC2(CC)C1CC2(O)C#N,0.7884416924664603
C#COc1ccc2c(c1)CCC1C2CCC2C1CCCC2(O)C#C,0.7884416924664603
COc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(NO)C(=O)O,0.788235294117647
COc1ccc2c(c1)CCC1C2CCC2(C)C1C=NCC2([O-])C#[PH]C,0.788235294117647
COc1ccc2c(c1)CCC1C2CCC2(C)C1C=NCC2([O-])C#P=N,0.788235294117647
CCOOC12CCC3c4ccc(OC)cc4CCC3C1CCC2(C)O,0.788235294117647
C=CCC1(O)N=CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.788235294117647
C#COC1(O)CN=CC2C3CCc4cc(OC)ccc4C3CCC21C,0.788235294117647
C#CC1CCC2C3C(CO)Cc4cc(OOC)ccc4C3CCC12C,0.788235294117647
CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C1CCNC2(O)C#CN,0.7882136279926335
C#COOc1ccc2c(c1)CCC1C2CCC2(OC)C1CCOC2([O-])C#C,0.7882136279926335
C#CCOC1=NC(O)(C#C)C2(C)CCC3c4ccc(OC)cc4CCC3C2C1,0.7881944444444444
COOC1=CC2C(=C1)CCC1C2CCC2(C)C1CCC2([O-])C#N,0.7880724174653887
COC1(O)CCC2C3CCc4cc(C#[SH])ccc4C3CCC21C,0.7880724174653887
C#CN1CCC2C3CCc4cc(ON)ccc4C3CCC21OO,0.7880724174653887
C#CN1CCC2C3CCc4cc(OF)ccc4C3CCC21OO,0.7880724174653887
C#CN1CCC2C3CCc4cc(NC)ccc4C3CCC21OO,0.7880724174653887
C#CC1OCCC2C3CCc4cc(OF)ccc4C3CCC12C,0.7880724174653887
C#CC1OCCC2C3CCc4cc(OCl)ccc4C3CCC12C,0.7880724174653887
C#CC1CCC2C3CCc4cc(OO)ccc4C3CCC12OO,0.7880724174653887
C#CC1CCC2C3CCc4cc(OBr)ccc4C3CCC12OO,0.7880724174653887
C#CC1([O-])CCC2CCCc3cc(SC)ccc3NCCC21C,0.7880724174653887
C#CC1(P)CCC2C(CC)C(c3ccc(OC)cc3)CCC21O,0.7880724174653887
C#CC1(O)CCC2CC(c3ccc(OC)cc3CC)=CCC21C,0.7880724174653887
C#CC1(CC)C(C2CCc3cc(OC)ccc3C2)CCC1(O)F,0.7880724174653887
C#CC1([O-])CCC2C(C)C(c3ccc(OC(=O)[O-])cc3C)CCC21C,0.7880597014925372
C#CC1(O)CCC2C3CCC4=CC(OC(N)=O)=CCC4C3CCC21C,0.7880597014925372
C#CC1(O)CCC2C3=CCc4cc(OC5C#C5)ccc4C3CCC21C,0.7880597014925372
C#CC1(C)CCCC2C3CCc4cc(OOOC=C)ccc4C3CCC21C,0.7880485527544351
COOc1ccc2c(c1)CCC1C2CCC2(C)C(O)CC12,0.7878787878787878
CCOc1ccc2c(c1)CCC1C2CCC2(C(C)=O)C1CCC2(O)C#N,0.7878787878787878
C#CC1(OOOS#C)CCC2C3CCc4cc(C)ccc4C3CCC21C,0.7878787878787878
COc1ccc2c(c1)CCC1C2CCC2(C)C1CC2(C#[O+])C(C)=O,0.7876923076923077
COc1ccc2c(c1)CCC1C2CCC2(C)C1CC2(C#N)C(C)=O,0.7876923076923077
CCC1(C)C(C2CCc3cc(OC)ccc3C2)CCC1(O)C#P=N,0.7876923076923077
C=P#CC1(O)CCC(C2CCc3cc(OC)ccc3C2)C1(C)CC,0.7876923076923077
C#CC1([O-])CCC2C3CCc4cc(OS)ccc4C3CCC2(C)S1,0.7876923076923077
C#CC1(O)CCC2C3CCc4cc(OO)ccc4C3CCC2(C)N1,0.7876923076923077
COc1ccc2c(c1)CCC1C2C(O)CC2(C)C1CCCC2(S)C#N,0.7875243664717348
C#CSC12CCC3c4ccc(OC)cc4CCC3C1C(F)CC2(N)O,0.7875243664717348
C#CC12CCC3(C)c4ccc(OC)cc4CCC3C1CCC2(O)C=C,0.7875243664717348
C#CC1(O)CCC2C3CCc4cc(ON)ccc4C3C(C)CC21C#N,0.7875243664717348
CC1([O-])CC2C3CCc4cc(OC#[SH])ccc4C3CCC21C,0.7874720357941835
CC1(O)CC2C3CCc4cc(OC#[SH])ccc4C3CCC21C,0.7874720357941835
C=COc1ccc2c(c1)CCC1C2CCC2(C)C1CC2(C)O,0.7874720357941835
C#CC1([O-])CC2C3CCC4=CCCC=C4C3CCC21C,0.78743961352657
C=COc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(C#N)OO,0.7873392680514342
C#C[PH]#CC1([O-])CCC(C2CCc3cc(OC)ccc3C2)C1(C)CC,0.7873392680514342
C#COc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])C(C)=O,0.7873392680514342
C#COc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C(C)=O,0.7873392680514342
C#COOC1(O)CC2C3CCc4cc(OC)ccc4C3CCC21C#C,0.7873392680514342
CCC1(O)OCCC2C3CCc4cc(C)ccc4C3CCC21C,0.7873015873015873
C#SC1(O)CCC2C3CCc4ccc(OC)cc4C3CCC21F,0.7873015873015873
C#CC12CCC3c4ccc([O-])cc4CCC3C1CCC2(O)NC,0.7873015873015873
C#CC12CCC3C4CCc5cc(C)ccc5C4CCC31CNO2,0.7873015873015873
C#CC1(O)OCCC2C3CCC4=CC(C)=CCC4C3CCC21C,0.7873015873015873
C#CC1(O)NSCC2C3CCc4cc([O-])ccc4C3CCC21C,0.7873015873015873
C#CC1(O)NSCC2C3CCc4cc(O)ccc4C3CCC21C,0.7873015873015873
C#CC1(O)NSCC2C3CCc4cc(F)ccc4C3CCC21C,0.7873015873015873
C#CC1(O)CSCC2C3CCc4cc(C)ccc4C3=CCC21C,0.7873015873015873
C#CC1(O)CSCC2C3CCC4=CC(OC)C=C4C3CCC21C,0.7873015873015873
C#CC1(C)CSCC2C3CCc4cc([O-])ccc4C3CCC21C,0.7873015873015873
COc1ccc2c(c1)CCC1C2CCC2(C)C1CCNC2([O-])CC(N)=O,0.7871939736346516
COc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(C#[PH]S)C(C)=O,0.7871939736346516
COc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(C#[PH]N)C(C)=O,0.7871939736346516
COc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(C#[PH]C)C(C)=O,0.7871939736346516
COc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(C#P=N)C(C)=O,0.7871939736346516
C=P#CC1(C(C)=O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.7871939736346516
C#CSC1(C(C)=O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.7871939736346516
C#COC1(C(C)=O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.7871939736346516
CC(=O)SOc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])[O-],0.7871485943775101
CC(=O)OOc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])Cl,0.7871485943775101
C#CC1([O-])CCC(C2CCc3cc(OC(=O)O)ccc3C2)C1(C)CC,0.7871485943775101
COOc1ccc2c(c1)CCC1C2CCC2C1CCC2([O-])C#N,0.7870967741935484
COOc1ccc2c(c1)CCC1C2CCC2C1CCC2(O)C#[SH],0.7870967741935484
COOc1ccc2c(c1)CCC1C2CCC2C1CCC2(O)C#N,0.7870967741935484
C=COc1ccc2c(c1)CCC1C2CCC2(C)C1CC2(O)CO,0.7870967741935484
C#CC1(O)CC2C3CCC(C)=C(C=CCOC=C)C3CCC21C,0.7870967741935484
C#CC(O)C1(C)CCC2c3ccc(OCN)cc3CCC2C1C,0.7870967741935484
C#CC1(C(C)=O)CCCC2C3CCc4cc(OC)ccc4C3CCC21SC,0.7870619946091644
COc1ccc2c(c1)CCC1C2CCC2(P)C(O)CCC12,0.787037037037037
COc1ccc2c(c1)CCC1C2CCC2(C)SC([O-])CC12,0.787037037037037
COc1ccc2c(c1)CCC1C2CCC2(C)PC(O)CC12,0.787037037037037
COc1ccc2c(c1)CCC1C2CCC2(C)OC([O-])CC12,0.787037037037037
COc1ccc2c(c1)CCC1C2CCC2(C)N1CC[SH]2O,0.787037037037037
C#CC1(C)CCC2C3CCc4cc(O)ccc4C3CCC21,0.787037037037037
C#CC1(O)CCCC2C3CCC4=CS(OC(C)=O)=CC=C4C3CCC21O,0.787010506208214
COc1ccc2c(c1)CCC1C2C=CC2(C)C1CCOC2([O-])C#[SH],0.7869520897043834
COc1ccc2c(c1)CCC1C2C=CC2(C)C1CCOC2([O-])C#[O+],0.7869520897043834
COc1ccc2c(c1)CCC1C2C=CC2(C)C1CCOC2([O-])C#N,0.7869520897043834
COc1ccc2c(c1)CCC1C2C=CC2(C)C1CCOC2(O)C#[SH],0.7869520897043834
COOC12CCC3c4ccc(OC)cc4CCC3C1CCC2([O-])[O-],0.7869520897043834
COOC12CCC3c4ccc(OC)cc4CCC3C1CCC2([O-])S,0.7869520897043834
COOC12CCC3c4ccc(OC)cc4CCC3C1CCC2([O-])O,0.7869520897043834
COOC12CCC3c4ccc(OC)cc4CCC3C1CCC2(O)S,0.7869520897043834
COOC12CCC3c4ccc(OC)cc4CCC3C1CCC2(O)F,0.7869520897043834
COOC12CCC3c4ccc(OC)cc4CCC3C1CCC2(O)Br,0.7869520897043834
COOC12CCC3c4ccc(OC)cc4CCC3C1CCC2(N)O,0.7869520897043834
COC1(O)CCC2C3CCc4cc(OS)ccc4C3CCC21C#N,0.7869520897043834
CNNC12CCC3c4ccc(OC)cc4CCC3C1CCC2([O-])[O-],0.7869520897043834
CCC1c2ccc(OC)cc2CCC1C1CCCC([O-])(C#N)C1C,0.7869520897043834
CCC1c2ccc(OC)cc2CCC1C1CCCC(O)(C#N)C1C,0.7869520897043834
CCC12CCC3c4c(Cl)cc(OC)cc4CCC3C1CC2(O)C#N,0.7869520897043834
CCC1(O)CCCC2C3CCc4cc(OC)ccc4C3=CCC21C,0.7869520897043834
CC=C1C(=CCOC)CCC2C1CCC1(C)C2CCCC1([O-])C#N,0.7869520897043834
CC=C1C(=CCOC)CCC2C1CCC1(C)C2CCCC1(O)C#N,0.7869520897043834
C#SC1([O-])CCC=C2C3CCc4cc(OC)ccc4C3CCC21C,0.7869520897043834
C#SC1(O)CCC=C2C3CCc4cc(OC)ccc4C3CCC21C,0.7869520897043834
C#S#CC12CCC3C4=CC=C(OC)CC4CCC3C1CCC2(C)[O-],0.7869520897043834
C#S#CC12CCC3C4=CC=C(OC)CC4CCC3C1CCC2(C)O,0.7869520897043834
C#C[SH]1C(O)CC2C3CCc4cc(OC)ccc4C3CCC21OC,0.7869520897043834
C#COC12CCC3C(=CC=COC)C(=C)CCC3C1CCC2(C)O,0.7869520897043834
C#CC1([O-])CCC2C3=CCc4cc(OC)ccc4C3CCC21C=O,0.7869520897043834
C#CC1(O)OCOC2CC(c3ccc(OC)cc3CC)CCC21C,0.7869520897043834
C#CC1(O)OCOC2C3CCc4cc(C#N)ccc4C3CCC21C,0.7869520897043834
C#CC1(O)CSCC2P3CCc4cc(OC)ccc4C3CCC21N,0.7869520897043834
C#CC1(O)CCCC2C3CCc4cc(CN)ccc4C3=CCC21C,0.7869520897043834
C#CC1(O)CCCC2C3CC#S4=CC(OC)=CC=C4C3CCC21N,0.7869520897043834
C#CC1(O)CCC2C3CCC4=CC(OC)=CCC4C3CCC21OO,0.7869520897043834
C#CC1(O)CCC2C3=CCc4cc(OC)ccc4C3CCC21C=S,0.7869520897043834
C#CC1(Cl)C(Cl)CC2C3CCc4cc(OO)ccc4C3CCC21C,0.7869520897043834
C#CC1(C)OCCC2C3CCc4cc(C=O)ccc4C3CCC21O,0.7869520897043834
