smiles,c11h24
NCCCNCCN1CCCC1,0.09697196786440508
NCCCCCCCCNC1CC[N-]C1,0.09697196786440508
C[SH]=C(C)C(C)C(CN)CCO,0.09697196786440508
CSc1cccc(N2CC[N+](C)(C)CC2)c1,0.09697196786440508
CSC(CO)CCCCCCCCCO,0.09697196786440508
CSC(CO)C(C)CCC(C)N,0.09697196786440508
CSC(CCCC(C)=[N+](C)CS)C(C)C,0.09697196786440508
CSC(C)CCCNCCCC1C[SH]C1,0.09697196786440508
CSC(C)(C)SC(C)C(C)(C)N,0.09697196786440508
COSC(C)CCCCNCC1=CCCC1,0.09697196786440508
COSC(C)CCCCCCCCCO,0.09697196786440508
CONC(C)CCC(C)CSC,0.09697196786440508
COCNC(C)CSCC(C)C,0.09697196786440508
COCCOCCCCCCC(C)SC,0.09697196786440508
COCCCCCC(CN)OC,0.09697196786440508
COCC(C)CCCc1ccc(C)[nH]c1=O,0.09697196786440508
COC1CC=C(C(O)C(C)NC(C)(C)C)C1,0.09697196786440508
COC(C)CCC[N-]CCCC(C)SC,0.09697196786440508
COC(C)CCCCCC[N-]CCCS,0.09697196786440508
COC(C)(C)C=PCCCCCCC(C)=O,0.09697196786440508
CNCOCCOCCCCC1=CCCC1,0.09697196786440508
CNCCC(C)(C)NCC1=CCCC=C1N,0.09697196786440508
CNCC(CO)SCCC(C)C,0.09697196786440508
CNCC(C)NC(C)(C)CC=N,0.09697196786440508
CNC(C)COC(C)CCOC,0.09697196786440508
CN=C(C)CC(N)CCCCN,0.09697196786440508
CC[S+]([O-])CCC(C)CCC(C)COC,0.09697196786440508
CCSCC=[SH]CCCCC(CC)SC,0.09697196786440508
CCSC(C)CCC(SC)C(C)(C)OC,0.09697196786440508
CCP(C)CCCCCC[N-]CCC[O-],0.09697196786440508
CCOc1cccc(CN(C)C(C)CC)c1,0.09697196786440508
CCOOCCCPC(C)CC,0.09697196786440508
CCOCCSCCCC(CC)OCC,0.09697196786440508
CCOCCCNCC(S)CC,0.09697196786440508
CCOCCCCPCCCO,0.09697196786440508
CCOCCCCCCCSCCOC,0.09697196786440508
CCOCCCCCCC(C)C(C)OO,0.09697196786440508
CCOCCCCCC(OC)C(C)SC,0.09697196786440508
CCOCCCCCC(C)SN,0.09697196786440508
CCOC(C)CCCCCC(CO)SC,0.09697196786440508
CCOC(C)(CCC(C)C(C)CO)SC,0.09697196786440508
CCNCCCCCCCCCC#[PH]S,0.09697196786440508
CCCSCCCC(C)[SH]=PC,0.09697196786440508
CCCO[SH]([O-])CCC(C)CC,0.09697196786440508
CCCOCSCCCC(CC)COC,0.09697196786440508
CCCOCCCCPCOC,0.09697196786440508
CCCOCCCCCCOCCOC,0.09697196786440508
CCCOCCCCC(CC)CC=NC=O,0.09697196786440508
CCCNCSCC[SH]1CCC1,0.09697196786440508
CCCNCCN(CC)CC=N,0.09697196786440508
CCCNCC(O)COC(C)C,0.09697196786440508
CCCCSCCC(P)COC,0.09697196786440508
CCCCSCCC(C)CON,0.09697196786440508
CCCCOCNC(CC)CS,0.09697196786440508
CCCCNCCCOCOC,0.09697196786440508
CCCCNCCCOCCO,0.09697196786440508
CCCCN(C)CCN(C)CF,0.09697196786440508
CCCCCOCCSCSCCCC,0.09697196786440508
CCCCCOCCCC(C)COSC,0.09697196786440508
CCCCCC[SH]([O-])CCSC,0.09697196786440508
CCCCCCNCP=CCCCSC,0.09697196786440508
CCCCCCCS[S+]([O-])CCC(C)C,0.09697196786440508
CCCCCCCPN=C(C)C=NC1CC1,0.09697196786440508
CCCCCCCCCS(=O)(=O)C(F)S(=O)(=O)SN,0.09697196786440508
CCCCCCC(N)CSOC,0.09697196786440508
CCCCCCC(CC)NC(=O)C(C)N,0.09697196786440508
CCCCCC(CNOC)OC,0.09697196786440508
CCCCC=PCNCPCC,0.09697196786440508
CCCCC(S)CCCCC(CO)SC,0.09697196786440508
CCCCC(CCCOCC)COSC,0.09697196786440508
CCCCC(CC(C)C)NC(=O)C(C)N,0.09697196786440508
CCCCC(C)N1CCN(C(C)O)CC1,0.09697196786440508
CCCC(C=O)CC#[N+]OCCCCCC(N)=O,0.09697196786440508
CCCC(C)CCCCC(OC)OSC,0.09697196786440508
CCC(O)CCCCC(C)PO,0.09697196786440508
CCC(COCCCCCCOC)OC,0.09697196786440508
CCC(CN)CCCCC=NCCCS,0.09697196786440508
CCC(CCC[O-])NCCC(CC)OC,0.09697196786440508
CCC(CCCSCOC)COC(C)C,0.09697196786440508
CCC(C=N)NCC(C)CNC,0.09697196786440508
CCC(C)N(CC)CNC(C)Cl,0.09697196786440508
CCC(C)C[SH]([O-])CC(C)SC,0.09697196786440508
CCC(C)COCC(=N)CCC(C)CN,0.09697196786440508
CCC(C)CC[SH]([O-])CCCO,0.09697196786440508
CCC(C)CCS[S+]([O-])CCC(C)(C)C,0.09697196786440508
CCC(C)CCOC(C)NOC,0.09697196786440508
CCC(C)CCCc1ccc(OC)cc1,0.09697196786440508
CCC(C)CCC[N-]COCP,0.09697196786440508
CCC(C)CCC[N-]CCc1ccccn1,0.09697196786440508
CCC(C)CCCCc1ccc(C)[nH]c1=O,0.09697196786440508
CCC(C)CCCC(O)COCCOC,0.09697196786440508
CCC(C)(C=N)NCC(C)NC,0.09697196786440508
CCC(C)(C=N)NCC(C)CN,0.09697196786440508
CCC(C)(C)NCC(CO)c1ccccc1,0.09697196786440508
CC1(n2ccnc2)CCN(CF)CC(CO)CN1,0.09697196786440508
CC(CS)CCCCCc1ccccc1,0.09697196786440508
CC(CN)OCCCCCN1CCCC1,0.09697196786440508
CC(CCCO)SNC(C)(C)C,0.09697196786440508
CC(C)c1c(O)nc(CSCCN(C)C)nc1O,0.09697196786440508
CC(C)OCC(CC[O-])CNC(C)(C)C,0.09697196786440508
CC(C)Nc1nc(NC(C)CO)nc(N(C)N)n1,0.09697196786440508
CC(C)CCCCCP(C)#SO,0.09697196786440508
CC(C)CCCCCN=C(N)N,0.09697196786440508
CC(C)CCCCC1C[Si](C)(C)OC1C#N,0.09697196786440508
CC(C)CCCC=PCNCCCCO,0.09697196786440508
CC(C)CCC(=O)C(CCC(=O)O)NC(=O)CS,0.09697196786440508
CC(C)CC(COCN)C1CCCCN1,0.09697196786440508
CC(C)CC(=O)NC(=O)CC(C)C(C)(C)C,0.09697196786440508
CC(C)C1(C)CCN(C)CC(CO)CN1,0.09697196786440508
CC(C)(CCN)NN1CCCC1,0.09697196786440508
CC(C#CCCCCCO)N1CCCC1=O,0.09697196786440508
CC(=O)C(CCCCS)CCN1CCCC1,0.09697196786440508
C=CCN1CCN(C(C)=NCC(C)C)CC1,0.09697196786440508
C=CCC(C)CCSC[O+](C)N(C)CC,0.09697196786440508
C=CC=CC(=O)OC(C)CN1CCCCC1,0.09697196786440508
C=C=NCNCC(CC)CC(F)CC(C)C,0.09697196786440508
C=C=NCN1CCN(C(S)=NCC(C)N=C)CC1,0.09697196786440508
C#[PH]CC(CN)CCCCCC(C)SC,0.09697196786440508
C#C[Si]1(C)CCC(CC)CC(C)C(C#N)O1,0.09697196786440508
COCCCCC(C)C1CCCC1C,0.0930144892106635
COC(C)C=C(C)CCCCC(C)C,0.0930144892106635
COC(C)C(C)CCC1(C)CCCC1,0.0930144892106635
CCOCCC=CCCCCC(C)C,0.0930144892106635
CCCOC1(C)CCCC1CC(C)C,0.0930144892106635
CCCNc1nc(C)nn(C(CC)C2CC2)c1=O,0.0930144892106635
CCCCSCC1CCCCC1(C)C,0.0930144892106635
CCCCCOCCCCCC1CC1,0.0930144892106635
CCCCCCCCCCC1C[N-]C1,0.0930144892106635
CCCCCCCCCCC(C)C#[SH],0.0930144892106635
CCCCCCCCCC(C)C(C)=O,0.0930144892106635
CCCCCCCCC1CSCC1C,0.0930144892106635
CCCCCCCCC#C[Si](C)(C)C,0.0930144892106635
CCCCCCCC(C)CCC(C)=O,0.0930144892106635
CCCCCCCC(C)(C)CC(C)=O,0.0930144892106635
CCCCCCCC(C(C)=O)C(C)C,0.0930144892106635
CCCCCCCC(=O)CCCCC,0.0930144892106635
CCCCCCC1CCC(OCC)C1,0.0930144892106635
CCCCCCC(CC)CCC(C)=O,0.0930144892106635
CCCCCCC(CC)CC1C=[SH]C1,0.0930144892106635
CCCCCCC(C=CCCO)CC,0.0930144892106635
CCCCCCC(C)C(C)CC#SC,0.0930144892106635
CCCCCCC#[N+]CC(C)CCC,0.0930144892106635
CCCCCC=C(C)C(C)=[SH]CCC,0.0930144892106635
CCCCCC1COC(CC(C)C)C1,0.0930144892106635
CCCCCC1C(S)CCC1CCC,0.0930144892106635
CCCCCC(S)CC1CCCC1C,0.0930144892106635
CCCCCC(CCCC)C(C)C=O,0.0930144892106635
CCCCCC(CCC)C(=O)CCC,0.0930144892106635
CCCCCC(CCC(C)C)C(C)=O,0.0930144892106635
CCCCCC(C(C)=O)C(C)CCC,0.0930144892106635
CCCCC=COCCCCCCC,0.0930144892106635
CCCCC=CCCCC(C)COC,0.0930144892106635
CCCCC1(C)CC(S)CCC1CC,0.0930144892106635
CCCCC(CO)CCCC1CCC1,0.0930144892106635
CCCCC(CCCC=O)CC(C)C,0.0930144892106635
CCCCC(CC)CC(C=O)CCC,0.0930144892106635
CCCCC(CC)CC(C)CC(C)=O,0.0930144892106635
CCCCC(CC(C)(C)C)C(C)C=S,0.0930144892106635
CCCCC(C=CC(C)(C)SC)CC,0.0930144892106635
CCCCC(C)CCCC(C)CC=O,0.0930144892106635
CCCCC(C)CC(C)(C)C(C)C=O,0.0930144892106635
CCCCC(C)C(C)(CCC)C(C)=O,0.0930144892106635
CCCCC(=O)CC1SC(=NCC)N(CC)C1=O,0.0930144892106635
CCCCC#[N+]CCCC(CC)CC,0.0930144892106635
CCCC=[SH]CCC=CC(C)(C)CC,0.0930144892106635
CCCC1CCC(CCSC)C1(C)C,0.0930144892106635
CCCC1CCC(C)(C)CC1CCO,0.0930144892106635
CCCC1(SC)CCCC(C(C)C)C1,0.0930144892106635
CCCC(CCCCCO)=C(C)CC,0.0930144892106635
CCCC(CCC=O)CCC(C)CC,0.0930144892106635
CCCC(CC)C(C)C(C)CC(C)=O,0.0930144892106635
CCCC(C)CSCC1CCC(C)C1,0.0930144892106635
CCCC(C)CCCC1[N-]CC1CC,0.0930144892106635
CCCC(C)CCCC(C)(C=O)CC,0.0930144892106635
CCCC(C)CC(CCC=O)C(C)C,0.0930144892106635
CCCC(C)CC(C)CCCCC=O,0.0930144892106635
CCCC(C)C=CCC(C)C(C)=[SH]C,0.0930144892106635
CCCC(C)(CC)CC(C)CC(C)=O,0.0930144892106635
CCCC(C)(C)C=CCC(C)C(C)S,0.0930144892106635
CCCC(=CCC(C)CC)CSCC,0.0930144892106635
CCC1CC1CCCCOCC(C)C,0.0930144892106635
CCC(CCCC=CCC(C)C)OC,0.0930144892106635
CCC(CCCC(C)C)CCC(C)=O,0.0930144892106635
CCC(CCCC(C)(C)C)CC(C)=O,0.0930144892106635
CCC(CC)SCCC1CCCCC1,0.0930144892106635
CCC(CC)CCOC1CCCC1C,0.0930144892106635
CCC(CC)CCCOCC1CCC1,0.0930144892106635
CCC(CC)CCCCCCC(C)=O,0.0930144892106635
CCC(CC)CCCC(C)(C=O)CC,0.0930144892106635
CCC(CC)C(C)CSCC1CCC1,0.0930144892106635
CCC(CC(C)C(C)=O)C(C)(C)CC,0.0930144892106635
CCC(CC(C)=O)CC(C)CC(C)C,0.0930144892106635
CCC(C)OCCC1CCCC(C)C1,0.0930144892106635
CCC(C)CC=CSCCC(C)CC,0.0930144892106635
CCC(C)CC1CCCCC1(C)SC,0.0930144892106635
CCC(C)(S)CCCCCC1CCC1,0.0930144892106635
CCC(C)(CC)CC1CC(C)CCS1,0.0930144892106635
CCC(C)(CC)CC(C)CCC(C)=O,0.0930144892106635
CCC(C)(C)CCCCCCC(C)=O,0.0930144892106635
CCC(C(C)=O)C(C)C(C)(CC)CC,0.0930144892106635
CC=CSCCC(C)CCCCCC,0.0930144892106635
CC=COCCCCCC(CC)CC,0.0930144892106635
CC=CCCCCCCC(C)SCC,0.0930144892106635
CC=CC(CCCCC)SCCCC,0.0930144892106635
CC=CC(CCCC(C)CC)CSC,0.0930144892106635
CC=CC(C)CCC(C)CCSCC,0.0930144892106635
CC=C(C)CCCCCC(C)C(C)O,0.0930144892106635
CC(C)CCCCOC1CCCC1C,0.0930144892106635
CC(C)CCCCCCCC(C)C=O,0.0930144892106635
CC(C)CCCCCCC1CCOC1,0.0930144892106635
CC(C)CCCC(C)CCCCC=O,0.0930144892106635
CC(C)CCC1=NOC(C(=O)N2CCOCC2)C1,0.0930144892106635
CC(C)CC1CCCC(CC(C)S)C1,0.0930144892106635
CC(C)C(C)(C)CCC1CC=[N+](C)C1,0.0930144892106635
CC(C)C(C)(C)C(C)CCCCC=O,0.0930144892106635
CC#[N+]CCCC(CC(C)C)C(C)C,0.0930144892106635
C=CSC(CCCC)CCCC(C)C,0.0930144892106635
C=COCC(C)CCCC(C)CCC,0.0930144892106635
C=COCC(C)C(C)C(C)CCCC,0.0930144892106635
C=CCOCC(C)CCCCCCC,0.0930144892106635
C=CCCCCCCCCC(C)OC,0.0930144892106635
C=CCCCC(CSCC)CC(C)C,0.0930144892106635
C=CCCCC(C)CCCCCOC,0.0930144892106635
C=CCCCC(C)C(C)CCOCC,0.0930144892106635
C=CCC(CCC(C)C)CC(C)SC,0.0930144892106635
C=CCC(C)CCCCC(C)(O)CC,0.0930144892106635
C=CC(CC(C)C)C(CCCC)OC,0.0930144892106635
C=CC(C)OCCCC(CC)CCC,0.0930144892106635
C=CC(C)CCC(C)CCCCSC,0.0930144892106635
C=CC(C)CC(C)CC(C)C(C)OC,0.0930144892106635
C=CC(C)(CCC)CCC(C)COC,0.0930144892106635
C=C(CCCC(CC)SC)C(C)CC,0.0930144892106635
C=C(CC)CC(CCCCC)COC,0.0930144892106635
C=C(CC(C)O)CC(CC)CCCC,0.0930144892106635
CN=C(C)CC[S+]([O-])SC1CC(O)C(OC)CC1O,0.09301448921066349
CCCCC(C)OS(=O)(=O)NCCCn1ccnc1,0.09301448921066349
C=CN(C)C(C)(N)CCOC(O)N1CCCC1,0.09301448921066349
NCCCCCCCCCS,0.07873506526686186
NCCCCCCCCCO,0.07873506526686186
C[SH]=C(C)N(C)CCC(C)C,0.07873506526686186
CSCCNCCCC(C)C,0.07873506526686186
CSCC(C)CCCCCN,0.07873506526686186
CSC(C)CCCC(C)CN,0.07873506526686186
CSC(C)CC(C)CN(C)C,0.07873506526686186
CP(C)CCCCCCCS,0.07873506526686186
CP(C)CCCCCCCO,0.07873506526686186
COc1cc(CC(C)[NH+](C)C)c(OC)cc1Br,0.07873506526686186
COSc1cccc(N2CC[N+](C)(C)CC2)c1,0.07873506526686186
CONC(C)CCCC(C)C,0.07873506526686186
COCNCCCCC(C)C,0.07873506526686186
COCCCCCC(C)CN,0.07873506526686186
COCC(C)CNC(C)(C)C,0.07873506526686186
COCC(C)CC(C)CCN,0.07873506526686186
COC(CC(C)(C)N)C(C)C,0.07873506526686186
COC(C)CCCCCCN,0.07873506526686186
COC(C)CCCCC(C)N,0.07873506526686186
CNC(C)CCCCCSC,0.07873506526686186
CNC(C)CCCC(C)SC,0.07873506526686186
CNC(C)CCC(C)COC,0.07873506526686186
CN(N)C1=NN(CCN)C=NCCCCON1,0.07873506526686186
CC[SH](C)CCC=NC(C)C,0.07873506526686186
CCSC(CC)CCCCN,0.07873506526686186
CCSC(CC(C)C)C(C)N,0.07873506526686186
CCP(C)CCCCCCO,0.07873506526686186
CCOC(CC)CCPCC,0.07873506526686186
CCOC(C)CCC(C)(C)N,0.07873506526686186
CCC[SH]([O-])CCC(C)CC,0.07873506526686186
CCC[SH](C)C=PC(C)CC,0.07873506526686186
CCCONCCC(C)CC,0.07873506526686186
CCCNCCC[SH]1CCC1,0.07873506526686186
CCCNCCCCCCO,0.07873506526686186
CCCNCCCC(C)OC,0.07873506526686186
CCCCOCCCP(C)C,0.07873506526686186
CCCCOCC(N)CCC,0.07873506526686186
CCCCNCCSC(C)C,0.07873506526686186
CCCCNCCC(S)CC,0.07873506526686186
CCCCNCCC(C)OC,0.07873506526686186
CCCCCNCCCCS,0.07873506526686186
CCCCCC[SH]([O-])CCC,0.07873506526686186
CCCCCCOCCCN,0.07873506526686186
CCCCCCNCCOC,0.07873506526686186
CCCCCCN(C)C(C)O,0.07873506526686186
CCCCCCCNCCO,0.07873506526686186
CCCCCCC(CN)OC,0.07873506526686186
CCCCCC(CS)=[PH](C)C,0.07873506526686186
CCCC(CCSN)C(C)C,0.07873506526686186
CCCC(CC)CCCNO,0.07873506526686186
CCCC(C)CP(C)SCC,0.07873506526686186
CCCC(C)(C)SCCCN,0.07873506526686186
CCC(S)CCCN(C)CC,0.07873506526686186
CCC(N)OCCC(C)(C)C,0.07873506526686186
CCC(CO)CNC(C)(C)C,0.07873506526686186
CCC(CC)C[N-]C(N)CC,0.07873506526686186
CCC(C)OCC(C)CCP,0.07873506526686186
CCC(C)CC[N-]CCNC,0.07873506526686186
CCC(C)CCSC(C)CN,0.07873506526686186
CCC(C)CCNCCCS,0.07873506526686186
CCC(C)CCCCSCN,0.07873506526686186
CCC(C)CCCCCNO,0.07873506526686186
CCC(C)CCC(N)COC,0.07873506526686186
CCC(C)CC(S)CCCN,0.07873506526686186
CCC(C)CC(CS)CNC,0.07873506526686186
CCC(C)C(P)CCC(C)O,0.07873506526686186
CCC(C)C(C)CCOCN,0.07873506526686186
CCC(C)(CN)COC(C)C,0.07873506526686186
CC(S)CCCC(C)N(C)C,0.07873506526686186
CC(C)CC[SH](C[O-])C(C)C,0.07873506526686186
CC(C)(Cc1ccncc1)NCC1COC1N,0.07873506526686186
CC(C)(CCO)CCCCP,0.07873506526686186
CC(C)(C)CCCCCSN,0.07873506526686186
C=C(OC)C(c1ccc(C)o1)C(CC)CC,0.07873506526686186
CCc1ccc(CCCCP(C)CC)cn1,0.07873506526686185
CCC[SH](C)CCCC(C)(C)CN,0.07873506526686185
CCCCCCCCC(C=CO)=CC=CO,0.07873506526686185
CC(C)CCCCc1cccnc1N(C)C,0.07873506526686185
C=C(CCCCCC(C)C)C(F)=CC=CN,0.07873506526686185
CSC(C)N1CCC2(CCCNC2=O)C1,0.06948345122280154
COCC1OCCC1CC1COCCO1,0.06948345122280154
CCOCCC(C#N)C(C)C(C)C(N)=O,0.06948345122280154
CCOC(=O)CCCCC1COCCO1,0.06948345122280154
CCCCc1c(O)noc1CCNCC,0.06948345122280154
CCCC(C)CCCSc1nnc(C)s1,0.06948345122280154
CCC(C)(C)NCc1cnc(N)cc1N,0.06948345122280154
CC(CCOC(O)n1cccc1)N(C)C,0.06948345122280154
C=CCC1CC(=NCC(C)C)O[SH]([O-])C1,0.06948345122280154
C(CC1COCCO1)CC1COCCO1,0.06948345122280154
OCCCCC#CCCCOCCO,0.0666477938564683
CP(CCCC(C)(C)C)C(C)(C)C,0.0666477938564683
CO[N-]CC(C)C#CCC[N-]C(C)C,0.0666477938564683
COCC=CCCC(=O)CCCOC,0.0666477938564683
COCC(C)C=CCCCNc1nc[nH]n1,0.0666477938564683
CNCCCCCCCCC(C)C,0.0666477938564683
CNCC(C)CNCCOC(O)CCSC,0.0666477938564683
CNC(C)CCCNCc1ccco1,0.0666477938564683
CNC(C)CC(C)CCC(C)(C)C,0.0666477938564683
CN1OCCC1CCOC(O)N1C=CCC1,0.0666477938564683
CCPCCCCCCCC(C)C,0.0666477938564683
CCP(C)CCCCCCC(C)C,0.0666477938564683
CCP(C)CCCC(C)(CC)CC,0.0666477938564683
CCOCCNCCCn1cccc1,0.0666477938564683
CCNCPCN(CC)C(S)=NCC(C)C,0.0666477938564683
CCNCCCCCCCC(C)C,0.0666477938564683
CCNCCCC(CC)C(C)CC,0.0666477938564683
CCNCCC(C)CCCC(C)C,0.0666477938564683
CCNC(CC)CCCC(C)(C)C,0.0666477938564683
CCC[O+](CC)C(C)CCC(C)C,0.0666477938564683
CCCONCc1nnc2n1CCCCC2,0.0666477938564683
CCCNCCCC(C)C(C)CC,0.0666477938564683
CCCNCC(C)CCC(C)CC,0.0666477938564683
CCCNCC(C)=CC1(C)SC(C)=C(C)C1=O,0.0666477938564683
CCCN(C)C(C)CCOC(=O)n1cco1,0.0666477938564683
CCCN(C)C#CC(S)=NCC(C)C,0.0666477938564683
CCCCSCCC(=O)N1C=CC(C)(C)C=C1,0.0666477938564683
CCCCOC#CCCCOCCO,0.0666477938564683
CCCCNCCCCCC(C)C,0.0666477938564683
CCCCNCCCCC(C)CC,0.0666477938564683
CCCCNCCCCC(C)(C)C,0.0666477938564683
CCCCNCCC(C)CCCC,0.0666477938564683
CCCCNCC(CC)C(C)CC,0.0666477938564683
CCCCNC(C)C(C)CC(C)C,0.0666477938564683
CCCCN(C)CCC(C)CCC,0.0666477938564683
CCCCCPCCCC(C)CC,0.0666477938564683
CCCCCPCCC(C)CCC,0.0666477938564683
CCCCCPCCC(C)(C)CC,0.0666477938564683
CCCCCPCC(CC)CCC,0.0666477938564683
CCCCCNCCCCC(C)C,0.0666477938564683
CCCCCNC(C)CCCCC,0.0666477938564683
CCCCCCPCC(CC)CC,0.0666477938564683
CCCCCCOC=CCCC(=O)O,0.0666477938564683
CCCCCCNCCCCCC,0.0666477938564683
CCCCCCN(C)CCCCC,0.0666477938564683
CCCCCCCNCCCCC,0.0666477938564683
CCCCCCCN(C)C(C)CC,0.0666477938564683
CCCCCCCCPC(C)(C)C,0.0666477938564683
CCCCCCCCNc1nccs1,0.0666477938564683
CCCCCCCCNCCCC,0.0666477938564683
CCCCCCCCNCC(C)C,0.0666477938564683
CCCCCCCCNC(C)(C)C,0.0666477938564683
CCCCCCCCCPCCC,0.0666477938564683
CCCCCCCCCNCCC,0.0666477938564683
CCCCCCCCCCCCN,0.0666477938564683
CCCCCCCCCC(N)CC,0.0666477938564683
CCCCCCCCCC(C)NC,0.0666477938564683
CCCCCCCCCC(C)CN,0.0666477938564683
CCCCCCCCC(CC)CN,0.0666477938564683
CCCCCCCC(C)PCCC,0.0666477938564683
CCCCCCCC(C)CCCN,0.0666477938564683
CCCCCCCC(C)C(P)CC,0.0666477938564683
CCCCCCCC(C)C(C)PC,0.0666477938564683
CCCCCCC(CN)CCCC,0.0666477938564683
CCCCCCC(CCCC)PC,0.0666477938564683
CCCCCCC(CC)CCNC,0.0666477938564683
CCCCCCC(C)CCCCN,0.0666477938564683
CCCCCCC(C)(CC)CCN,0.0666477938564683
CCCCCCC(C)(CC)C(C)N,0.0666477938564683
CCCCCC(NC)C(C)CCC,0.0666477938564683
CCCCCC(CCN)C(C)CC,0.0666477938564683
CCCCCC(CCC)CCCP,0.0666477938564683
CCCCCC(CC)CNCCC,0.0666477938564683
CCCCCC(CC)C(C)PCC,0.0666477938564683
CCCCCC(CC)C(C)NCC,0.0666477938564683
CCCCCC(C)CPCCCC,0.0666477938564683
CCCCCC(C)CCCP(C)C,0.0666477938564683
CCCCCC(C)C(N)C(C)(C)C,0.0666477938564683
CCCCCC(C)C(C)(C)CCN,0.0666477938564683
CCCCC1OCC=[O+]C1C=NCC,0.0666477938564683
CCCCC(N)CCCC(C)(C)C,0.0666477938564683
CCCCC(CN)CC(CC)CC,0.0666477938564683
CCCCC(CC)NCCC(C)C,0.0666477938564683
CCCCC(CC)CCCCNC,0.0666477938564683
CCCCC(CC)CCCCCP,0.0666477938564683
CCCCC(CC(C)C)C(N)CC,0.0666477938564683
CCCCC(C)NCCCC(C)C,0.0666477938564683
CCCCC(C)CCCCC(C)P,0.0666477938564683
CCCCC(C)CCC(N)CCC,0.0666477938564683
CCCCC(C)CCC(C)(N)CC,0.0666477938564683
CCCCC(C)CC(N)CCCC,0.0666477938564683
CCCCC(C)CC(CC)CNC,0.0666477938564683
CCCCC(C)CC(C)CCCN,0.0666477938564683
CCCCC(C)CC(C)(N)CCC,0.0666477938564683
CCCCC(C)C(CC)C(N)CC,0.0666477938564683
CCCCC(C)(CCC)PCCC,0.0666477938564683
CCCCC(C)(CC)CPCCC,0.0666477938564683
CCCCC(C)(CC)CC(C)NC,0.0666477938564683
CCCCC(C)(C)NCC(C)CC,0.0666477938564683
CCCCC(C)(C)CCCCNC,0.0666477938564683
CCCCC(=O)CCC(C)CC(=O)O,0.0666477938564683
CCCCC#CCC(C)(CC=N)CCC,0.0666477938564683
CCCC(P)CCCCC(C)CC,0.0666477938564683
CCCC(CNCC)CC(C)CC,0.0666477938564683
CCCC(CN)CCCC(C)CC,0.0666477938564683
CCCC(CN)CCC(C)(C)CC,0.0666477938564683
CCCC(CCn1cccc1)C(C)CC,0.0666477938564683
CCCC(CCNCC)C(C)CC,0.0666477938564683
CCCC(CCCC(C)N)C(C)C,0.0666477938564683
CCCC(CCCC(C)CC)NC,0.0666477938564683
CCCC(CCC)CN(C)CCC,0.0666477938564683
CCCC(CCC)CCCCCP,0.0666477938564683
CCCC(CCC)C(CC)C(C)N,0.0666477938564683
CCCC(CCC(C)CC)CNC,0.0666477938564683
CCCC(CC)CCCPC(C)C,0.0666477938564683
CCCC(CC)CCCCCCN,0.0666477938564683
CCCC(CC)CCCCC(C)N,0.0666477938564683
CCCC(CC)CCCC(C)CN,0.0666477938564683
CCCC(C)PCCCC(C)(C)C,0.0666477938564683
CCCC(C)NCCCC(C)CC,0.0666477938564683
CCCC(C)CCCCCNCC,0.0666477938564683
CCCC(C)CCCC(C)N(C)C,0.0666477938564683
CCCC(C)CC(C)CP(C)CC,0.0666477938564683
CCCC(C)(CCCNC)C(C)C,0.0666477938564683
CCCC(C)(C)NCCCC(C)C,0.0666477938564683
CCCC(C)(C)CCCCPCC,0.0666477938564683
CCCC(Br)CCC(=O)CC(Br)CC,0.0666477938564683
CCC(S)CCNCCCC=CC#N,0.0666477938564683
CCC(CNC(C)(C)C)CC(C)C,0.0666477938564683
CCC(CN)C(=O)NCc1cnn(CC)c1,0.0666477938564683
CCC(CCN)CCCCC(C)C,0.0666477938564683
CCC(CC)CNCC(C)(C)CC,0.0666477938564683
CCC(CC)CCCCCCCN,0.0666477938564683
CCC(CC)CCCC(CC)CN,0.0666477938564683
CCC(CC)C(C)C(NC)C(C)C,0.0666477938564683
CCC(C=O)CCCC(C)CC(=O)O,0.0666477938564683
CCC(C=CCC(C)C)CC(C)CC#N,0.0666477938564683
CCC(C)NCCCCC(C)(C)C,0.0666477938564683
CCC(C)CNC(C)CC(C)CC,0.0666477938564683
CCC(C)CCCCNC(C)CC,0.0666477938564683
CCC(C)CCCCCCCNC,0.0666477938564683
CCC(C)CCCCCCCCN,0.0666477938564683
CCC(C)CCCCCC(C)NC,0.0666477938564683
CCC(C)CCCCCC(C)CN,0.0666477938564683
CCC(C)CCCCC(C)CNC,0.0666477938564683
CCC(C)CCCCC(C)CCN,0.0666477938564683
CCC(C)CCCCC#S1=CC=C(C)NC1=O,0.0666477938564683
CCC(C)CCCC(C)CC(C)N,0.0666477938564683
CCC(C)C1(N)OC(=O)C2CCCN2C1O,0.0666477938564683
CCC(C)C(CC(C)C)C(N)CC,0.0666477938564683
CCC(C)C(C)N1CC(OCC(F)(F)F)C1,0.0666477938564683
CCC(C)(CN)C(C)(CC)C(C)C,0.0666477938564683
CCC(C)(CC)CCCCC(C)N,0.0666477938564683
CCC(C)(C)NCC(C)CC(C)C,0.0666477938564683
CCC(C)(C)NC(=O)NCc1c(C)nn(C)c1C,0.0666477938564683
CCC(C)(C)CCCCCCCN,0.0666477938564683
CCC(C)(C)CCCCC(C)CN,0.0666477938564683
CCC(C#N)CCS[S+]([O-])CCC(C)=NC,0.0666477938564683
CCC(=O)N1CCCC2NCCCC21,0.0666477938564683
CC=COCCCCCC(O)C(C)=O,0.0666477938564683
