smiles,albuterol-similarity
CCNC(F)(PC(O)c1ccc(O)c(CO)c1)C(C)Br,0.8813559322033898
CCC(C)(P)NCC(O)c1ccc(O)c(CC(N)=O)c1,0.8813559322033898
CCC(C)(C)NCC(O)c1ccc(O)c(CC(N)=O)c1,0.8813559322033898
CCC(C)(C)NCC(O)c1ccc(O)c(C(P)[N-][O-])c1,0.8813559322033898
CCC(C)(C)NCC(O)c1ccc(C(C)O)c(CO)c1,0.8813559322033898
CC(S)C(C)(C=O)NCC(O)c1cc(C[O-])ccc1O,0.8813559322033898
CC(O)c1ccc(O)c(C(O)CNCCC(C)(C)C)c1,0.8813559322033898
CC(O)c1ccc(C(O)CNC(C)(C)CN)cc1CO,0.8813559322033898
CC(O)(P)NCC(O)c1ccc(O)c(CC(S)PP)c1,0.8813559322033898
CC(NCC(O)c1ccc(O)c(CCO)c1)C(C)(C)C,0.8813559322033898
CC(C=O)(NCC(O)c1ccc(O)c(CO)c1)C(=O)O,0.8813559322033898
CC(C=N)C(C)(C)NCC(=O)c1cc(CO)c(O)c[o+]1,0.8813559322033898
CC(C)Oc1ccc(C(O)CNC(C)(C)C)cc1CO,0.8813559322033898
CC(C)C(C)(C)NCCC(O)c1cccc(O)c1CO,0.8813559322033898
CC(C)C(C)(C)NCC(O)c1ccc(CS)c(CO)c1,0.8813559322033898
CC(C)(O)C(C=N)NCC(O)c1ccc(PO)c(O)c1,0.8813559322033898
CC(C)(C=O)NCC(O)c1ccc(O)c(CO)c1CO,0.8813559322033898
CC(C)(C=N)NC(CO)C(O)c1ccc(O)c(CO)c1,0.8813559322033898
CC(C)(C)Pc1cc(C(O)CNC(P)CS)ccc1S,0.8813559322033898
CC(C)(C)NNC(CN)C(O)c1ccc(O)c(CO)c1,0.8813559322033898
CC(C)(C)NCC(S)NCC(O)c1ccc(O)c(O)c1,0.8813559322033898
CC(C)(C#N)NCC(S)c1c(PS)ccc(O)c1PO,0.8813559322033898
CC(=O)Pc1cc(C(S)CNC(P)C(O)P)ccc1O,0.8813559322033898
CC(=O)C(P)NCC(S)P(S)c1cpc(O)c(PO)c1,0.8813559322033898
CC(=O)C(NC[O+](O)c1ccc(O)c([N-]S)c1)C(=O)O,0.8813559322033898
C=CC(c1ccc(O)c(CO)c1)C(CO)NC(C)(C)C,0.8813559322033898
C=CC(C)(C=O)NCC(O)c1ccc(S)c(C(C)C)c1,0.8813559322033898
C=CC(C)(C=O)NCC(O)c1ccc(O)c(C(C)C)c1,0.8813559322033898
C=CC(C)(C)C(O)NCC(O)c1ccc(O)c(CC)c1,0.8813559322033898
C#CC(C)(NCC(O)c1ccc(O)c(CC)c1)C(C)=O,0.8813559322033898
C#CC(C)(C=C)NCC(O)c1ccc(O)c(C(O)O)c1,0.8813559322033898
C#CC(C)(C)NCC(O)c1cc(C(O)NC)ccc1O,0.8813559322033898
[O-]PC(P)NC[O+](S)c1cpc(S)c(C(P)P)c1,0.8809523809523809
[O-]Cc1cc(C(O)CNC(P)C(P)P)ccc1O,0.8809523809523809
[NH-][N-]C([NH-])NCC(S)c1ccc(S)c(CS)c1[O-],0.8809523809523809
[NH-]C(P)NCC(S)c1cpc(O)c(C(P)[N-][O-])c1,0.8809523809523809
S[N-]c1cc(C(S)C2[N-][N-][N-]CN2)cpc1S,0.8809523809523809
SPc1cc([O+](S)C2NC[N-][N-]P2)ccc1S,0.8809523809523809
SPc1cc([O+](S)C2NCPPP2)ccc1S,0.8809523809523809
SPc1cc([O+](S)C2NCCPP2)ccc1S,0.8809523809523809
SPc1cc(C(S)C2NCC#[PH]P2)cpc1S,0.8809523809523809
SPc1cc(C(S)C2NCC#[PH]P2)ccc1S,0.8809523809523809
SCc1cc([O+](S)C2NC[N-]PP2)cpc1S,0.8809523809523809
SCc1cc([O+](S)C2NC[N-]PP2)ccc1S,0.8809523809523809
SCc1cc([O+](S)C2NC[N-]PP2)c[o+]c1S,0.8809523809523809
SCc1cc([O+](S)C2NCP=PP2)ccc1S,0.8809523809523809
SCc1cc(C(S)C2[N-][N-][N-]CN2)cpc1S,0.8809523809523809
SCc1cc(C(S)C2NC[O+]=PP2)ccc1S,0.8809523809523809
SCc1cc(C(S)C2NC[N-][N-]P2)cpc1S,0.8809523809523809
SCc1cc(C(S)C2NC[N-]PP2)ccc1S,0.8809523809523809
SCc1cc(C(S)C2NCPPP2)cpc1S,0.8809523809523809
SCc1cc(C(S)C2NCC#[PH]P2)cpc1S,0.8809523809523809
PPC(P)NCC(S)c1ccc(S)c(PS)c1Cl,0.8809523809523809
Oc1pcc([O+](S)CNC(P)PP)pc1C(P)P,0.8809523809523809
Oc1pcc(P(S)CNC(P)PP)c(Br)c1[N-]S,0.8809523809523809
Oc1ccc([O+](S)C2NCP=PP2)cc1CS,0.8809523809523809
Oc1ccc(C(S)CC(P)C(P)PP)cc1PS,0.8809523809523809
Oc1ccc(C(O)COC(P)C(P)P)cc1CS,0.8809523809523809
Oc1ccc(C(O)CNC(P)CP)cc1C(P)P,0.8809523809523809
Oc1ccc(C(O)CNC(P)C(=P)P)cc1CP,0.8809523809523809
Oc1ccc(C(O)C#[PH]C(P)C(P)P)cc1CS,0.8809523809523809
OPc1cc(C(S)NC(PP)C(P)P)ccc1O,0.8809523809523809
OPc1cc(C(O)C(O)CNC(O)P)ccc1O,0.8809523809523809
OPc1[o+]c([O+](S)[O+](S)CNC(O)P)ccc1S,0.8809523809523809
OC(c1ccc(S)c(PS)c1)C1[N-][N-][N-]CN1,0.8809523809523809
OC(P)c1ccc(C(S)CNC(P)P)cc1PS,0.8809523809523809
OC(P)NCC(O)P(S)c1cpc(S)c([N-]S)c1,0.8809523809523809
Nc1c(C(O)CNC(P)CP)ccc(S)c1PS,0.8809523809523809
NCc1cc(C(O)CNC(P)C(P)P)ccc1O,0.8809523809523809
NC(P)C(P)NCC(O)c1ccc(S)c(PP)c1,0.8809523809523809
NC(P)C(P)NCC(O)c1ccc(O)c(PP)c1,0.8809523809523809
NC(P)(P)NCC(O)c1ccc(O)c(CPP)c1,0.8809523809523809
NC(=O)C(S)NC[O+](S)c1cpc(O)c([N-]S)[o+]1,0.8809523809523809
NC(=O)C(O)NCC(O)c1ccc(O)c(CO)c1,0.8809523809523809
NC(=O)C(N)NCC(O)c1ccc(O)c(CO)c1,0.8809523809523809
Cc1ccc(S)c(C(O)CNC(C)(C)NCO)c1,0.8809523809523809
Cc1ccc(PO)c([O+](O)CNC(C)(C)CO)c1,0.8809523809523809
Cc1ccc(PO)c(C(S)CNC(C)(P)CO)c1,0.8809523809523809
Cc1ccc(PO)c(C(S)CNC(C)(C)PN)c1,0.8809523809523809
Cc1ccc(O)c(C(O)CCNC(C)(P)CO)c1,0.8809523809523809
Cc1ccc(CO)c([O+](O)CNC(C)(C)CO)c1,0.8809523809523809
Cc1ccc(CO)c(C(S)CNC(C)(P)CO)c1,0.8809523809523809
Cc1ccc(CO)c(C(O)CNC(C)(C)CO)c1,0.8809523809523809
Cc1ccc(C(S)CNC(C)(C)CN)cc1CO,0.8809523809523809
Cc1ccc(C(O)CNCNC(C)(C)C)cc1O,0.8809523809523809
Cc1ccc(C(O)CNC(C)(P)CN)cc1CO,0.8809523809523809
Cc1ccc(C(O)CNC(C)(C)CN)cc1CO,0.8809523809523809
Cc1ccc(C(O)CNC(C)(C)C)cc1CCO,0.8809523809523809
Cc1cc(C(O)CNC(C)C(=O)PO)ccc1O,0.8809523809523809
Cc1cc(C(O)CNC(C)(O)CC=O)ccc1O,0.8809523809523809
CSCC(C)(C)NCC(O)c1cc(C)ccc1O,0.8809523809523809
CPc1cc(C(O)CNC(C)C(C)C)ccc1S,0.8809523809523809
COCC(C)(C)NCC(S)c1cc(C)ccc1S,0.8809523809523809
COC(C)(CO)NCC(O)c1ccc(O)c(C)c1,0.8809523809523809
CNPc1cc(C(O)CC(C)(C)NC)ccc1O,0.8809523809523809
CNC(O)c1cccc(C(O)CNC(C)(C)C)c1,0.8809523809523809
CNC(O)c1ccc(O)c(C(O)CNC(C)C)c1,0.8809523809523809
CNC(C)(P)CC(O)c1ccc(O)c(CNP)c1,0.8809523809523809
CNC(C)(OC)PC(O)c1ccc(O)c(CO)c1,0.8809523809523809
CNC(C)(CC(O)c1ccc(O)c(CO)c1)OC,0.8809523809523809
CNC(C)(C)CC(O)c1ccc(NO)c(CO)c1,0.8809523809523809
CCc1ccc(O)c(C2(O)CNC(C)(C)C2O)c1,0.8809523809523809
CCc1ccc(O)c(C(O)CNC(C)(N)CO)c1,0.8809523809523809
CCc1ccc(O)c(C(O)CNC(C)(I)CO)c1,0.8809523809523809
CCc1cc(C(O)CNCC(C)(C)C)ccc1S,0.8809523809523809
CCc1cc(C(O)CNCC(C)(C)C)ccc1O,0.8809523809523809
CCc1cc(C(O)CNC(P)C(P)P)ccc1O,0.8809523809523809
CCNC(C)(C)PCC(O)c1ccc(O)c(C)c1,0.8809523809523809
CCNC(C)(C)PC(O)c1ccc(O)c(CC)c1,0.8809523809523809
CCCc1cc(C(O)CNC(C)(N)P)ccc1O,0.8809523809523809
CCCC(C)(C)NCC(O)c1ccc(O)c(O)c1,0.8809523809523809
CCC(C)NCC(O)c1cc(CO)c(O)cc1Br,0.8809523809523809
CCC(C)NC(O)C(C)c1ccc(O)c(PO)c1,0.8809523809523809
CCC(C)(C=O)NC[O+](O)c1cc(C)ccc1O,0.8809523809523809
CC1C(C)(N)NCC1(O)c1ccc(O)c(CO)c1,0.8809523809523809
CC(P)(CN)NCC(O)c1ccc(Br)c(CO)c1,0.8809523809523809
CC(P)(CN)NCC(Br)c1ccc(O)c(CO)c1,0.8809523809523809
CC(O)NCC(O)C(O)c1ccc(O)c(CO)c1,0.8809523809523809
CC(O)C(CNC(N)P)c1ccc(O)c(CO)c1,0.8809523809523809
CC(O)(P)NCC(O)c1ccc(O)c(COCl)c1,0.8809523809523809
CC(O)(P)NCC(CO)c1ccc(O)c(CO)c1,0.8809523809523809
CC(O)(CNC(P)PO)c1ccc(S)c(PO)c1,0.8809523809523809
CC(NCP(S)c1cpc(O)c([N-]S)c1Br)PP,0.8809523809523809
CC(NCC(O)c1cccc(CO)c1)C(C)(C)O,0.8809523809523809
CC(N)(CO)NCC(O)c1cc(CO)ccc1O,0.8809523809523809
CC(F)(CO)NCC(O)c1cc(CO)ccc1O,0.8809523809523809
CC(CP)NCC(O)(Cl)c1ccc(O)c(CO)c1,0.8809523809523809
CC(C)c1cc([O+](S)CNC(P)P[O-])cpc1O,0.8809523809523809
CC(C)C(C)N=CC(O)c1ccc(O)c(CO)c1,0.8809523809523809
CC(C)(O)NCC(O)c1ccc(O)c(CON)c1,0.8809523809523809
CC(C)(O)NCC(CO)c1ccc(O)c(CO)c1,0.8809523809523809
CC(C)(CPP)NCC(S)c1ccc(O)c(S)c1,0.8809523809523809
CC(C)(CO)NC=C(O)c1ccc(O)c(CO)c1,0.8809523809523809
CC(C)(C)c1cc(C(O)CNCPP)ccc1O,0.8809523809523809
CC(C)(C)Pc1cc(C(S)CNC#N)ccc1O,0.8809523809523809
CC(C)(C)NNCC(S)c1cpc(O)c(CS)c1,0.8809523809523809
CC(C)(C)NNCC(S)c1ccc(S)c(PS)c1,0.8809523809523809
CC(C)(C)NNCC(O)c1ccc(O)c(CO)c1,0.8809523809523809
CC(C)(C)NCc1cc(C(O)CCN)ccc1O,0.8809523809523809
CC(C)(C)NCC(O)c1cccc(C(O)C=O)c1,0.8809523809523809
CC(C)(C)Cc1cc(C(O)CNCP)ccc1O,0.8809523809523809
CC(C)(C)CNCC(O)c1ccc(O)c(CN)c1,0.8809523809523809
CC(=O)c1cc(C(S)CNC(P)PP)ccc1S,0.8809523809523809
CC(=O)c1cc(C(S)CNC(P)NP)cpc1S,0.8809523809523809
CC(=O)c1cc(C(O)CNC(P)CP)ccc1O,0.8809523809523809
CC(=O)Pc1cc(C(S)CNC(P)P)cpc1S,0.8809523809523809
CC(=O)Pc1cc(C(O)CNC(P)P)ccc1O,0.8809523809523809
CC(=O)Cc1cc(C(O)CNC(C)C)ccc1S,0.8809523809523809
CC(=O)C(CNC(O)P)c1ccc(S)c(PO)c1,0.8809523809523809
CC(=O)C(CNC(O)P)c1ccc(O)c(PO)c1,0.8809523809523809
CC(=O)C(CNC(O)P)c1ccc(O)c(CS)c1,0.8809523809523809
C=Cc1cc(C(O)CNCC(C)(C)C)ccc1O,0.8809523809523809
C=CCC(C)(C)NCC(S)c1cc(C)ccc1S,0.8809523809523809
C=CCC(C)(C)NCC(S)c1cc(C)ccc1O,0.8809523809523809
C=CC(O)NCC(O)c1ccc(O)c(C(C)O)c1,0.8809523809523809
C=CC(C)(O)NCC(C)c1ccc(O)c(CO)c1,0.8809523809523809
C=CC(C)(C=O)NCC(O)c1ccc(S)c(C)c1,0.8809523809523809
C=CC(C)(C=O)NCC(O)c1ccc(O)c(C)c1,0.8809523809523809
C=C(S)c1cc(C(S)CNC(N)[N-][NH-])ccc1S,0.8809523809523809
C=C(S)c1[o+]c([O+](S)CNC(P)P[O-])ccc1S,0.8809523809523809
C=C(O)c1pc([O+](S)CNC(P)[N-][O-])cpc1O,0.8809523809523809
C=C(O)c1pc([O+](S)CNC(P)[N-][O-])ccc1S,0.8809523809523809
C=C(O)c1cc([O+](S)CNC(P)[N-][O-])cpc1S,0.8809523809523809
C=C(O)c1cc(C(S)CNC(P)P[O-])ccc1O,0.8809523809523809
C=C(O)c1cc(C(S)CNC(P)P[O-])[o+]pc1O,0.8809523809523809
C=C(O)c1cc(C(O)CNC(P)C=O)ccc1O,0.8809523809523809
C=C(NC(S)[N-][NH-])C(S)c1cpc(S)c([N-]S)c1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1pcc(S)c([N-]O)p1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1pcc(S)c(PS)p1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1cpc(S)c([N-]S)p1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1cpc(S)c([N-]S)c1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1cpc(S)c([N-]S)[o+]1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1cpc(S)c([N-]O)p1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1cpc(S)c([N-]O)c1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1cpc(S)c([N-]O)[o+]1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1cpc(S)c(PS)p1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1cpc(S)c(PO)p1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1cpc(S)c(PO)c1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1cpc(O)c([N-]O)c1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1cpc(O)c([N-]O)[o+]1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1cpc(O)c(PO)p1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1cpc(O)c(CO)[o+]1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1ccc(O)c([N-]S)c1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1ccc(O)c(CO)c1,0.8809523809523809
C=C(NC(P)[N-][O-])[O+](S)c1c[o+]c(S)c([N-]O)c1,0.8809523809523809
C=C(NC(P)[N-][O-])C(S)c1cpc(O)c(CS)c1,0.8809523809523809
C=C(NC(P)P[O-])[O+](S)c1cpc(S)c([N-]S)c1,0.8809523809523809
C=C(NC(P)P[O-])[O+](S)c1cpc(S)c([N-]S)[o+]1,0.8809523809523809
C=C(NC(P)P[O-])[O+](S)c1cpc(S)c([N-]O)c1,0.8809523809523809
C=C(NC(P)P[O-])[O+](S)c1cpc(S)c(PS)c1,0.8809523809523809
C=C(NC(P)P[O-])[O+](S)c1cpc(S)c(PO)[o+]1,0.8809523809523809
C=C(NC(P)P[O-])[O+](S)c1cpc(S)c(CO)c1,0.8809523809523809
C=C(NC(P)P[O-])[O+](S)c1c[o+]c(S)c(PO)c1,0.8809523809523809
C=C(NC(P)P[O-])[O+](S)c1c[o+]c(O)c([N-]O)p1,0.8809523809523809
C=C(NC(P)P[O-])[O+](O)c1cpc(S)c(CS)[o+]1,0.8809523809523809
C=C(NC(P)P[O-])P(S)c1cpc(S)c(CO)c1,0.8809523809523809
C=C(NC(P)P[O-])P(S)c1c[o+]c(S)c(PS)c1,0.8809523809523809
C=C(NC(P)P[O-])C(S)c1c[o+]c(O)c(CS)c1,0.8809523809523809
C=C(NC(P)PS)C(O)c1ccc(O)c(PO)c1,0.8809523809523809
C=C(NC(P)CO)C(O)c1ccc(S)c(CO)c1,0.8809523809523809
C=C(NC(P)CO)C(O)c1ccc(O)c(PO)c1,0.8809523809523809
C#CC(CNC(C)(C)O)c1ccc(O)c(CO)c1,0.8809523809523809
C#CC(C)(S)NCC(O)c1cc(CC)ccc1O,0.8809523809523809
C#CC(C)(C)NCC(O)c1ccc(F)c(CO)c1,0.8809523809523809
[O-][N-]c1cc([O+](S)CNC(P)S)ccc1O,0.880503144654088
[O-][N-]C(P)NC[O+](S)c1cc(CO)c(O)[pH]1,0.880503144654088
[O-]Pc1[o+]c([O+](S)CNC(P)P)cpc1S,0.880503144654088
[O-]PC(P)NC[O+](S)c1cc(PS)c(S)[pH]1,0.880503144654088
[O-]PC(P)NC[O+](S)c1cc(PS)c(O)[pH]1,0.880503144654088
[O-]PC(P)NC[O+](S)c1cc(CO)c(S)[pH]1,0.880503144654088
[O-]PC(P)NCP(S)c1cc(CS)c(O)[pH]1,0.880503144654088
[O-]PC(P)NCC(S)c1cc(CO)c(S)[pH]1,0.880503144654088
[O-]PC(P)NCC(S)c1cc(CO)c(O)[pH]1,0.880503144654088
[O-]PC(P)NCC(O)c1cc(CS)c(S)[pH]1,0.880503144654088
[O-]Cc1cc(C(S)CNC(O)P)ccc1O,0.880503144654088
[O-]C(P)NCC(S)c1ccpc(S)c1CO,0.880503144654088
[O-]C(P)NCC(S)c1ccc(O)c(PP)c1,0.880503144654088
[NH-][N-]C(P)NC(S)c1cpc(S)c(PS)c1,0.880503144654088
Pc1ccc([O+](S)CNC(P)P)[o+]c1CS,0.880503144654088
Pc1ccc(C(S)CNC(P)P)cc1PS,0.880503144654088
PPC(P)NC(S)c1ccc(S)c(PS)c1,0.880503144654088
PP(P)NCC(S)c1ccc(S)c(PS)c1,0.880503144654088
PCNCC(S)c1ccc(S)c(P(S)Br)c1,0.880503144654088
PC(S)NCC(S)c1ccc(S)c(PI)c1,0.880503144654088
PC(P)NC[O+](S)c1cpc(S)c(C=S)c1,0.880503144654088
PC(P)NCC(S)c1ccc(S)c(P=S)c1,0.880503144654088
Oc1ccc(CNC(P)C(P)P)cc1CS,0.880503144654088
Oc1ccc(C(O)CNC(O)P)cc1PBr,0.880503144654088
Oc1ccc(C(O)CNC(O)P)cc1CCl,0.880503144654088
Oc1ccc(C(O)CNC(O)P)cc1C=S,0.880503144654088
O[N-]c1c(C(O)CNC(O)P)ccpc1S,0.880503144654088
OPc1cc(C(S)COC(P)P)ccc1O,0.880503144654088
OPc1cc(C(S)C=NC(P)P)ccc1O,0.880503144654088
O=Pc1cc(C(O)CNC(O)P)ccc1S,0.880503144654088
O=Cc1cc(C(S)CNC(P)P)cpc1S,0.880503144654088
NCc1cc(C(O)CNC(P)S)ccc1O,0.880503144654088
NCc1cc(C(O)CNC(O)P)ccc1O,0.880503144654088
NC(P)NCC(O)c1ccc(O)c(CP)c1,0.880503144654088
NC(P)CCC(S)c1ccc(S)c(PS)c1,0.880503144654088
NC(CC(S)c1ccc(S)c(PS)c1)PP,0.880503144654088
N#Cc1cc(C(S)CNC(P)S)cpc1S,0.880503144654088
N#Cc1cc(C(S)CNC(P)S)ccc1O,0.880503144654088
N#Cc1cc(C(S)CNC(P)P)ccc1O,0.880503144654088
N#Cc1cc(C(O)CNC(O)P)ccc1O,0.880503144654088
Cc1pcc(P(S)CNC(P)P)cc1CS,0.880503144654088
Cc1pcc(C(S)CNC(P)P)cc1CS,0.880503144654088
Cc1cccc([O+](O)CNC(C)(C)CO)c1,0.880503144654088
Cc1cccc(O)c1C(O)CNC1(C)C=C1,0.880503144654088
Cc1ccc(S)c(C(O)CNCC(C)O)c1,0.880503144654088
Cc1ccc(O)c(C(S)CNCC(C)O)c1,0.880503144654088
Cc1ccc(O)c(C(O)CNC(P)CO)c1,0.880503144654088
Cc1ccc(C(S)CNC(P)P)cc1PO,0.880503144654088
Cc1ccc(C(S)CNC(P)P)cc1CO,0.880503144654088
Cc1ccc(C(O)CNC(P)P)cc1CS,0.880503144654088
Cc1ccc(C(O)CNC(C)C)cc1CO,0.880503144654088
Cc1cc(C(S)CNC2PC2P)ccc1S,0.880503144654088
Cc1cc(C(O)CNC(P)P)ccc1PO,0.880503144654088
Cc1[o+]cc([O+](S)CNC(C)P)cc1CS,0.880503144654088
C[N-]c1cc(P(S)CNC([O-])P)cpc1S,0.880503144654088
C[N-]C(N)CC(S)c1pcc(S)c(PS)p1,0.880503144654088
C[N-]C(N)CC(S)c1cpc(S)c(PS)c1,0.880503144654088
CPc1pc([O+](S)CNC([O-])P)cpc1O,0.880503144654088
CPc1ccc(C(S)CNC(P)P)cc1O,0.880503144654088
CPc1cc(C(S)CNC([O-])P)cpc1O,0.880503144654088
CPc1cc(C(O)CNC(N)P)ccc1O,0.880503144654088
CPC(P)NC(O)c1ccc(O)c(PN)c1,0.880503144654088
CNC[O+](S)[O+](S)c1cpc(O)c(CO)c1,0.880503144654088
CNCC(c1ccc(O)c(PO)c1)C(C)O,0.880503144654088
CNCC(O)C(O)c1ccc(O)c([N-]S)c1,0.880503144654088
CNCC(O)C(O)c1ccc(O)c(PO)c1,0.880503144654088
CNCC(O)C(O)c1ccc(O)c(CO)c1,0.880503144654088
CNCC(N)C(O)c1ccc(O)c(CO)c1,0.880503144654088
CCc1cccc(C(O)CNC(C)(C)P)c1,0.880503144654088
CCc1cccc(C(O)CNC(C)(C)C)c1,0.880503144654088
CCc1ccc(C(O)CNC(P)S)cc1O,0.880503144654088
CCc1cc([O+](S)CNC([O-])P)ccc1O,0.880503144654088
CCc1cc(C(S)CNC([O-])P)c[o+]c1S,0.880503144654088
CCc1cc(C(O)CNC([O-])P)[o+]pc1S,0.880503144654088
CCc1cc(C(O)CNC(N)P)ccc1S,0.880503144654088
CCc1cc(C(O)CNC(N)P)ccc1O,0.880503144654088
CCNCC(O)c1ccc(O)c(P)c1PO,0.880503144654088
CCNCC(C)c1cc(C(C)O)ccc1O,0.880503144654088
CC(P)NC[O+](S)c1cpc(O)c(P=S)p1,0.880503144654088
CC(P)N=C[O+](O)c1cpc(S)c(CO)c1,0.880503144654088
CC(P)(CO)NCC(S)c1cccc(P)c1,0.880503144654088
CC(O)c1ccc(S)c(C(O)CNC#N)c1,0.880503144654088
CC(O)c1ccc(O)c(C(O)CNCO)c1,0.880503144654088
CC(O)c1ccc(O)c(C(O)CNCCl)c1,0.880503144654088
CC(O)c1ccc(O)c(C(O)CNC#N)c1,0.880503144654088
CC(O)c1cc(C(O)CNCO)ccc1O,0.880503144654088
CC(O)c1cc(C(O)CNCN)ccc1O,0.880503144654088
CC(N)NCC(O)c1ccc(O)c(PP)c1,0.880503144654088
CC(C)c1cc(C(O)CNC#N)ccc1O,0.880503144654088
CC(C)NC[O+](S)c1cpc(P)c(CO)p1,0.880503144654088
CC(C)=NCC(O)c1ccc(O)c(CO)c1,0.880503144654088
CC(C)(O)NCC(O)c1cccc(CO)c1,0.880503144654088
CC(C)(C)NCC(NO)c1ccc(O)cc1,0.880503144654088
CC(Br)c1cc(C(O)CNCO)ccc1O,0.880503144654088
CC(=O)c1cc(C(S)CNCP)ccc1S,0.880503144654088
CC(=O)c1cc(C(S)CNCP)ccc1O,0.880503144654088
CC(=O)c1cc(C(O)CNCO)ccc1O,0.880503144654088
C=CC(C)(C)NCC(O)c1cccc(O)c1,0.880503144654088
C#CC(P)NC[O+](S)c1cpc(O)c(C)[o+]1,0.880503144654088
[NH-][N-][N-]C(O)c1ccc(O)c(CO)c1,0.88
[NH-][N-]C[O+](S)c1cpc(S)c(PS)c1,0.88
[NH-][N-]C[O+](S)c1ccc(S)c([N-]O)c1,0.88
[NH-][N-]C[O+](S)c1ccc(S)c(PO)p1,0.88
[NH-][N-]C[O+](O)c1ccc(S)c(CS)c1,0.88
[NH-][N-]CC(S)c1c[o+]c(S)c(PS)c1,0.88
[NH-][N-]CC(O)c1ccc(O)c(CS)c1,0.88
[NH-]CCC(S)c1ccc(S)c(CS)c1,0.88
Pc1cc(C(S)CNCS)ccc1S,0.88
P[PH]#C[O+](S)c1cpc(S)c(CS)c1,0.88
P[PH]#C[O+](S)c1c[o+]c(S)c(PS)c1,0.88
P[PH]#CC(S)c1cpc(S)c(PS)c1,0.88
P[PH]#CC(S)c1ccc(S)c([N-]S)c1,0.88
P[PH]#CC(S)c1ccc(S)c(PS)c1,0.88
P[PH]#CC(S)c1ccc(S)c(CS)c1,0.88
P[PH]#CC(S)c1cc(CS)c(S)p[o+]1,0.88
P[PH]#CC(S)c1c[o+]c(S)c(CS)c1,0.88
P[N-]C[O+](S)c1cpc(S)c(PS)c1,0.88
P[N-]C[O+](S)c1ccc(S)c(CS)c1,0.88
P[N-]C[O+](S)c1c[o+]c(S)c(PS)c1,0.88
P[N-]CC(S)c1cpc(S)c(CS)c1,0.88
P[N-]CC(S)c1ccc(S)c([N-]S)c1,0.88
PPC[O+](S)c1cpc(S)c([N-]S)c1,0.88
PPCC(S)c1cpc(S)c(PS)c1,0.88
PPCC(S)c1cpc(S)c(CS)c1,0.88
PPCC(S)c1ccc(S)c([N-]S)c1,0.88
PPCC(S)c1ccc(S)c(PS)c1,0.88
PPCC(S)c1ccc(S)c(CS)c1,0.88
PPCC(S)c1c[o+]c(S)c(CS)c1,0.88
PP=PC(S)c1ccc(S)c(CS)c1,0.88
PCNCC(S)c1ccc(S)c(P)c1,0.88
PCNC(S)c1cpc(S)c(CS)c1,0.88
PCNC(S)c1ccc(S)c(PS)c1,0.88
PCNC(S)c1ccc(S)c(CS)c1,0.88
PCC[O+](S)c1cpc(S)c(PS)[o+]1,0.88
PCCC(S)c1ccc(S)c(CS)c1,0.88
Oc1pcc([O+](S)C#[PH]P)pc1PS,0.88
Oc1pcc([O+](S)C#[PH]P)cc1CS,0.88
Oc1pcc(C(S)PPP)cc1CS,0.88
Oc1pcc(C(S)NCP)cc1PS,0.88
Oc1pcc(C(S)CPP)cc1CS,0.88
Oc1ccc(C(S)CPP)cc1PS,0.88
Oc1ccc(C(S)CNCP)cc1P,0.88
Oc1ccc(C(O)CPP)cc1CS,0.88
Oc1ccc(C(O)CNCP)cc1P,0.88
OPc1cc([O+](S)C#[PH]P)cpc1S,0.88
OPc1cc(P(S)CCP)ccc1O,0.88
OPc1cc(C(S)CPP)ccc1O,0.88
OPc1cc(C(O)CPP)ccc1O,0.88
OCc1cc(C(S)CPP)ccc1O,0.88
OCc1cc(C(O)[N-]PP)ccc1O,0.88
OCc1cc(C(O)C#[PH]P)ccc1O,0.88
OC(CPP)c1ccc(S)c(CS)c1,0.88
NCC[O+](S)c1pcc(S)c([N-]O)p1,0.88
NCC[O+](S)c1pcc(S)c(CO)p1,0.88
NCC[O+](S)c1cpc(S)c([N-]O)c1,0.88
NCC[O+](S)c1cpc(S)c(PO)c1,0.88
NCC[O+](S)c1cpc(S)c(CS)c1,0.88
NCC[O+](S)c1ccc(S)c([N-]S)p1,0.88
NCC[O+](S)c1ccc(S)c(PS)[o+]1,0.88
NCC[O+](S)c1ccc(S)c(PO)c1,0.88
