smiles,aripiprazole-similarity
Clc1cccc(N2CCN(CCCCON3CCN(CCCCCCOc4ccc5c(c4)NCC5)CC3)CC2)c1Cl,0.7676767676767677
Clc1cccc(N2CCN(CCCCOCN3CCN(CCCCOc4ccc5c(c4)NSCC5)CC3)CC2)c1Cl,0.7676767676767677
Clc1cccc(N2CCN(CCCCOCCN3CCN(CCCCOc4ccc5c(c4)NCC5)CC3)CC2)c1Cl,0.7676767676767677
Clc1cccc(N2CCN(CCCCOC=CCN3CCC3CCCCOc3ccc4c(c3)NOCC4)CC2)c1Cl,0.7676767676767677
Clc1cccc(N2CCN(CCCCOC3C=CCN(CCCCCOc4ccc5c(c4)NOCC5)C3)CC2)c1Cl,0.7676767676767677
Clc1cccc(N2CCN(CCCCN3CCN(CCCCOc4ccc5c(c4)NC=CCCC5)CC3)CC2)c1Cl,0.7676767676767677
Clc1cccc(N2CCN(CCCCCOC3=CN(CCCCOc4ccc5c(c4)N[N+]4=[SH]C4C5)CC3)CC2)c1Cl,0.7676767676767677
[SH]=[SH][SH][SH][SH]C=C1CCc2ccc(OCCCOCCCCN3CCN(C4=CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7673860911270982
[SH]=[N+][SH][SH]=C=C1CCc2ccc(OCCN3CCN(OCCCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7673860911270982
[SH]=[N+][SH]=NC=C1CCc2ccc(OCCOCCCCN3CCN(CCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7673860911270982
SNC[SH]C=C1CCc2ccc(OCCCCCN3CC=C(OC=CCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7673860911270982
SC=C1CCc2ccc(OCCN3C=C4CC(OCCCCCN5CCN(c6cccc(Cl)c6Cl)CC5)CCC4=CC3)cc2N1,0.7673860911270982
Sc1cc(OCCCOCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1Cl,0.7672955974842767
Oc1cccc(N2CCN(CCCCCOc3cccc(Cl)c3Cl)CC2)c1Cl,0.7672955974842767
Oc1ccc(OSCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1Cl,0.7672955974842767
Oc1ccc(ONCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1Cl,0.7672955974842767
Oc1ccc(OCCCSCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1S,0.7672955974842767
Oc1ccc(OCCCSCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1O,0.7672955974842767
Oc1ccc(COCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1O,0.7672955974842767
Oc1cc(OSCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1Cl,0.7672955974842767
Oc1cc(OCCCCN2CCN(c3cccc(F)c3Cl)CC2)ccc1NF,0.7672955974842767
OCc1cc(OCCCN2CCN(c3cccc(CF)c3Cl)CC2)ccc1Cl,0.7672955974842767
OCc1cc(OCCCN2CCN(c3cccc(CBr)c3Cl)CC2)ccc1Cl,0.7672955974842767
Nc1ccc(ONCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1F,0.7672955974842767
Nc1ccc(OCCSCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1N,0.7672955974842767
Nc1ccc(OCCSCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1F,0.7672955974842767
Nc1ccc(OCCCOCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1Cl,0.7672955974842767
Nc1ccc(COCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1N,0.7672955974842767
Nc1cc(SOCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1Cl,0.7672955974842767
Nc1cc(OCNCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1O,0.7672955974842767
Nc1cc(OCCOCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1F,0.7672955974842767
Nc1c(Cl)cccc1N1CCN(CCCCOc2ccc(O)c(S#[SH])c2)CC1,0.7672955974842767
NCc1cccc(N2CCN(CCCCOc3ccc(O)c(F)c3)CC2)c1Cl,0.7672955974842767
NCc1cc(OCCCCN2CCN(c3cccc(F)c3Cl)CC2)ccc1Br,0.7672955974842767
NCc1c(Cl)cccc1N1CCN(CCCCOc2ccc(O)c(N)c2)CC1,0.7672955974842767
N=Cc1cccc(N2CCN(CCCCOc3ccc(O)c(F)c3)CC2)c1Cl,0.7672955974842767
Fc1cccc(N2CCN(CCCCCOc3cccc(Cl)c3Cl)CC2)c1Cl,0.7672955974842767
Fc1ccc(OCSCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1Cl,0.7672955974842767
Fc1ccc(OCCCNCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1Cl,0.7672955974842767
Fc1cc(OCSCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1Cl,0.7672955974842767
Fc1cc(OCCSCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1Cl,0.7672955974842767
Clc1cccc2c1C1CN(CCCCOc3ccc4c(c3)NCC4)CCN21,0.7672955974842767
Clc1cccc(N2CCN(CCCCOc3ccc4c(c3)NOC4)CC2)c1,0.7672955974842767
Clc1ccc(OCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc1Cl,0.7672955974842767
Clc1cc(OCCCSCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1I,0.7672955974842767
Cc1cccc(N2CCN(CCCCOc3ccc(O)c(CO)c3)CC2)c1Cl,0.7672955974842767
Cc1cccc(N2CCN(CCCCCOc3ccc(N)c(F)c3)CC2)c1Cl,0.7672955974842767
Cc1ccc(OCCCCN2CCN(c3cccc(F)c3Cl)CC2)cc1CO,0.7672955974842767
Cc1ccc(OCCCCN2CCN(c3cccc(Cl)c3O)CC2)cc1CO,0.7672955974842767
Cc1ccc(OCCCCN2CCN(c3cccc(Cl)c3CN)CC2)cc1C,0.7672955974842767
Cc1ccc(OCCCCN2CCN(c3cccc(C=[SH])c3Cl)CC2)cc1F,0.7672955974842767
Cc1ccc(OCCCCN2CCN(c3cccc(C)c3Cl)CC2)cc1CO,0.7672955974842767
Cc1ccc(OCCCCCN2CCN(c3cccc(N)c3Cl)CC2)cc1F,0.7672955974842767
Cc1ccc(OCCCCCN2CCN(c3cccc(Cl)c3C)CC2)cc1S,0.7672955974842767
Cc1ccc(COCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1N,0.7672955974842767
Cc1cc(SOCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1Cl,0.7672955974842767
Cc1cc(OSCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1Br,0.7672955974842767
Cc1cc(ONCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1Cl,0.7672955974842767
Cc1cc(OCCSCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1F,0.7672955974842767
Cc1cc(OCCNCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1N,0.7672955974842767
Cc1cc(OCCCNCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1F,0.7672955974842767
Cc1cc(OCCCCN2CCN(c3cccc(Cl)c3O)CC2)ccc1C#N,0.7672955974842767
Cc1cc(OCCCCN2CCN(c3cccc(Cl)c3N)CC2)ccc1NF,0.7672955974842767
Cc1cc(OCCCCN2CCN(c3cccc(Cl)c3CO)CC2)ccc1F,0.7672955974842767
Cc1cc(OCCCCN2CCN(c3cccc(Cl)c3C)CC2)ccc1N=N,0.7672955974842767
Cc1c(SCl)cccc1N1CCN(CCCCOc2ccc(N)c(Cl)c2)CC1,0.7672955974842767
Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc(O)c(S#[SH])c2)CC1,0.7672955974842767
CSc1cccc(N2CCN(CCCCOc3ccc(C)c(C)c3)CC2)c1Cl,0.7672955974842767
COc1c(Cl)cccc1N1CCN(CCCCOc2ccc(P)c(F)c2)CC1,0.7672955974842767
COc1c(Cl)cccc1N1CCN(CCCCOc2ccc(N)c(N)c2)CC1,0.7672955974842767
CCc1cccc(N2CCN(CCCCOc3ccc(N)c(N)c3)CC2)c1Cl,0.7672955974842767
CCc1cccc(N2CCN(CCCCOc3ccc(F)c(C)c3)CC2)c1Cl,0.7672955974842767
CCc1cccc(N2CCN(CCCCOc3ccc(C)c(N)c3)CC2)c1Cl,0.7672955974842767
CCc1cc(OCCCCN2CCN(c3cccc(F)c3Cl)CC2)ccc1O,0.7672955974842767
CCc1cc(OCCCCN2CCN(c3cccc(Cl)c3C)CC2)ccc1F,0.7672955974842767
CCc1c(Cl)cccc1N1CCN(CCCCOc2ccc(O)c(O)c2)CC1,0.7672955974842767
CCc1c(Cl)cccc1N1CCN(CCCCOc2ccc(F)c(N)c2)CC1,0.7672955974842767
C=Nc1cc(OCCCCN2CCN(c3cccc(O)c3Cl)CC2)ccc1O,0.7672955974842767
C=Cc1cccc(N2CCN(CCCCOc3cccc(Cl)c3Cl)CC2)c1Cl,0.7672955974842767
C=Cc1cccc(N2CCN(CCCCOc3ccc(O)c(F)c3)CC2)c1Cl,0.7672955974842767
C=Cc1cccc(N2CCN(CCCCOc3ccc(F)c(C)c3)CC2)c1Cl,0.7672955974842767
C=Cc1cc(OCCCCN2CCN(c3cccc(F)c3Cl)CC2)ccc1C,0.7672955974842767
C=Cc1cc(OCCCCN2CCN(c3cccc(Cl)c3S)CC2)ccc1O,0.7672955974842767
C=Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc(O)c(F)c2)CC1,0.7672955974842767
C=Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc(C)c(C)c2)CC1,0.7672955974842767
C#Cc1cccc(N2CCN(CCCCOc3ccc(C)c(S)c3)CC2)c1Cl,0.7672955974842767
C#Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc(C)c(C)c2)CC1,0.7672955974842767
[SH]=[N+][SH](Cl)C(Cl)=C1CCc2ccc(CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7669616519174041
[SH]=[N+]S[SH]=C=C1CCc2ccc(OCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.7669616519174041
Nc1cc(OCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1CCC=CC(=O)O,0.7669616519174041
Fc1cccc(OCCCCN2CCN(c3ccc4c(c3)NC(=C[SH]S)CC4)CC2)c1,0.7669616519174041
Clc1cccc(SN2CCN(CCCCCCOc3ccc4c(c3)NOC4)CC2)c1Cl,0.7669616519174041
Clc1cccc(NN2CCN(CCCCCCOc3ccc4c(c3)NOC4)CC2)c1Cl,0.7669616519174041
Clc1cccc(N2CCN(CCCCOCOc3ccc4cccnc4c3)CC2)c1Cl,0.7669616519174041
Clc1cccc(N2CCN(CCCCOC3=CC=CCCC4=[SH]SC(=C3)N4)CC2)c1Cl,0.7669616519174041
Clc1cccc(N2CCN(CCCCCOc3cc4c5cc3S[SH](N4)SC5)CC2)c1Cl,0.7669616519174041
Clc1cccc(N2CCN(CCCCCONc3ccc4c(c3)CC=CC4)CC2)c1Cl,0.7669616519174041
Clc1cccc(N2CCN(CCCCCCOc3c4cc5c-4c3NOCC5)CC2)c1Cl,0.7669616519174041
Clc1cccc(N2CC=C(N3CCN(CCCCOc4ccccc4)CC3)CC2)c1Cl,0.7669616519174041
C=C(CCCCN1CCN(c2cccc(Cl)c2Cl)CC1)CCOc1ccc(F)c(PCl)c1,0.7669616519174041
[SH]=[SH][SH][SH][SH]N=c1ccc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2[nH]1,0.7666666666666666
[SH]=[SH][SH][SH][SH]N=C1CCc2ccc(OCC=CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[SH][SH][SH][SH]N=C1CCc2ccc(OC#CCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[SH][SH][SH][SH]C=C1CCc2ccc(OCC=CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[SH][SH][SH]S[SH]=c1ccc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2[nH]1,0.7666666666666666
[SH]=[SH][SH][SH]S[SH]=C1CCc2ccc(OCC#CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[SH][SH][SH]CN=C1CCc2ccc(OCCC#CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[SH][SH]O[SH]N=C1CCc2ccc(OCC=CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[SH][SH]C=[SH]N=C1CCc2ccc(OCCCC[SH]3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[SH][SH]=[SH][SH]C=C1CCc2ccc(OCC=CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[SH][SH]=[SH]=[SH]C=C1CCc2ccc(OCC=CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[SH][SH]=N[SH]N=c1ccc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2[nH]1,0.7666666666666666
[SH]=[SH][SH]=N[SH]N=C1CCc2ccc(OC=CCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[SH]OC=C1CCc2ccc(OC3CCC3CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[SH]N[SH][SH]C=C1CCc2ccc(OC=CCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[SH]=C[SH]=NN=C1CCc2ccc(OCC=CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[N+][SH][SH]OC=C1CCc2ccc(OCCCC[SH]3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[N+][SH][SH]C=C=C1CCc2ccc(OC=CCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[N+][SH][SH]=[SH]C=C1CCc2ccc(OCC=CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[N+][SH][SH]=C=C1CCc2ccc(OCCCCCC3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[N+][SH]O[SH]=C=C1CCc2ccc(OCC=CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[N+][SH]C[SH]C=C1CCc2ccc(OCCC=CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[N+][SH]C=C1CCc2ccc(OC3CCC3CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[N+][SH]=NOC=C1CCc2ccc(OC=CCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[N+]C=C=C1CCc2ccc(OC3CCC3CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=[N+]C=C1CCc2ccc(OC3CCCC3CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=C[N+][SH]C=C1CCc2ccc(OC3CC3CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]=C[N+][SH]=c1ccc2ccc(OCCCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2[nH]1,0.7666666666666666
[SH]=COC=C=C=C1CCc2ccc(OCC=CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]#[PH][SH]=NOC=C1CCc2ccc(OC#CCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[SH]#[PH]NSC=C=C1CCc2ccc(OCC=CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[O-][SH]=C1CCc2ccc(OC3CCCCC3CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
[O-]OC=C1CCc2ccc(OCCCCSCCC3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
S[SH]SN=C=C1CCc2ccc(OCCCCC[SH]3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
S[SH]C=C1CCc2ccc(OC3CCCC3CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
S[N+][SH][SH]SC=C1CCc2ccc(OCC=CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
SO[N+][SH]=[SH]=C=C1CCc2ccc(OCC#CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
SCN=C1CCc2ccc(OCCC3CCCC3N3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.7666666666666666
OSCC1=CCCc2ccc(OCCC=[O+]CCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,0.7666666666666666
O=c1[nH]c2cccc(N3CCN(CCCCOC4=CCN(c5cccc(Cl)c5Cl)CC4)CC3)c2[nH]1,0.7666666666666666
O=[PH]1Nc2cccc(N3C=C(OCCCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)c21,0.7666666666666666
O=C1NCc2ccc(N3CCN(CCCCOC4=CC=CN(c5cccc(Cl)c5Cl)C4)CC3)cc21,0.7666666666666666
O=C(c1ccc(Cl)c(O)c1)c1ccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1F,0.7666666666666666
O=C(c1ccc(Cl)c(Cl)c1)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1Cl,0.7666666666666666
O=C(c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1O)c1cccc(Cl)c1Cl,0.7666666666666666
O=C(O)c1ccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1-c1cccc(Cl)c1Cl,0.7666666666666666
O=C(F)c1ccc(OCCCCN2CCN(C3=CN(c4cccc(Cl)c4Cl)CCC3F)CC2)cc1Cl,0.7666666666666666
O=C(F)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1-c1cccc(Cl)c1Cl,0.7666666666666666
NC(=O)c1cc(-c2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2N)ccc1F,0.7666666666666666
Clc1cccc(-c2cccc(N3CCN(CCCCOc4ccc5c(c4)NOCC5)C3)c2Cl)c1Cl,0.7666666666666666
Clc1cccc(-c2c(Cl)cccc2N2CCN(CCCCOc3ccc4c(c3)NOP4)CC2)c1Cl,0.7666666666666666
Clc1cc(-c2c(Cl)cccc2N2CCN(CCCOc3ccc4c(c3)NOCC4)CC2)ccc1Br,0.7666666666666666
ClCc1c(Cl)cccc1N1CCN(CCCCCC(Cl)CCOc2ccc3c(c2)NOCC3)CC1,0.7666666666666666
CC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1-c1ccc(N)c(N)c1,0.7666666666666666
CC(=O)c1cc(-c2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2Cl)ccc1N,0.7666666666666666
C=Cc1c(Cl)cccc1N1CCN(CCCCOCCCOc2ccc3c(c2)NCC(=C)C3)CC1,0.7666666666666666
O=C1Cc2ccc(OCCCCCCCN3CCN(c4cccc(-c5cccc(Cl)c5Cl)c4Cl)CC3)cc2C1,0.7664041994750656
Cc1ccc(Oc2c(Cl)cccc2N2CCN(CCCCOc3ccc4c(c3)NC(CBr)CC4)CC2)cc1Cl,0.7664041994750656
CCc1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(Cl)c1Oc1ccc2c(c1)NC=CC2,0.7664041994750656
Clc1cccc(N2CCN(CCCCOc3ccc4c(c3)N(CCCOc3ccc5c(c3)NCC5)C=CC4)CC2)c1Cl,0.7661691542288557
Clc1cccc(N2CCN(CCCCOC3=CN(CCCOc4ccc5c(c4)NCC5)C4CCSNC4=C3)CC2)c1Cl,0.7661691542288557
Clc1cccc(N2CCN(CCCCOC3=CN(CCCCOc4ccc5c(c4)NCC5)C4CCOC4=C3)CC2)c1Cl,0.7661691542288557
Clc1cccc(N2CCN(CCCCOC3=CN(CCCCCCOc4ccc5c(c4)NOCC5)CC=C3)CC2)c1Cl,0.7661691542288557
Clc1cccc(N2CCN(CCCCOC3=CCN(CCCCOCOc4ccc5c(c4)NOCC5)CC3)CC2)c1Cl,0.7661691542288557
[SH]=[SH][SH][SH][SH]N=C1CCc2ccc(OCCCCN3CCN(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH][SH]N=C1CCc2ccc(OCCCCN3C=C(OCCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH][SH]N=C1CCc2ccc(N=C3CCc4ccc(OCCCCN5CCN(c6cccc(Cl)c6Cl)CC5)cc4N3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH][SH]N=C1CCc2ccc(C=C3CCc4ccc(OCCCCN5CCN(c6cccc(Cl)c6Cl)CC5)cc4N3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH][SH]C=C1CCc2ccc(OCCCCN3CC=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH][SH]=C=C1CCc2ccc(OCCCCN3CCN(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH][SH]=C=C1CCc2ccc(OCCCCN3CC=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]S[SH]=C1CCc2ccc(OCCCCN3CC=C(OCCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)C3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]S[SH]=C1CCc2ccc(OCCCCN3C=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)C=CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]SC=C1CCc2ccc(OCCCCN3CC=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]N=C1CCc2ccc(OCCCCN3CCN(C4=CN(CN5CCN(c6cccc(Cl)c6Cl)CC5)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]N=C1CCc2ccc(OCCCCCN3C=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CCC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]CN=C1CCc2ccc(OCCCCN3CC=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]C=C1CCc2ccc([SH]=C=C3CCc4ccc(OCCCCN5CCN(c6cccc(Cl)c6Cl)CC5)cc4N3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]C=C1CCc2ccc(OCCCCNN3CC=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]C=C1CCc2ccc(OCCCCN3CC=C(OCCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]C=C1CCc2ccc(OCCCCCN3CCN(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]C=C1CCc2ccc(OCCCCCN3CC=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]C=C1CCc2ccc(OCCCCCN3CC=C(OCCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)C3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]C=C1CCc2ccc(OCCCCCN3C=CC=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)C3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]C=C1CCc2ccc(OC=C3CCc4ccc(OCCCCN5CCN(c6cccc(Cl)c6Cl)CC5)cc4N3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]C=C1CCc2ccc(NN=C3CCc4ccc(OCCCCN5CCN(c6cccc(Cl)c6Cl)CC5)cc4N3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]=[SH]C=C1CCc2ccc(OCCCCN3CC=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]=[SH]=C=C1CCc2ccc(OCCCCN3CC=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]=[SH]=C=C1CCc2ccc(N=C3CCc4ccc(OCCCCN5CCN(c6cccc(Cl)c6Cl)CC5)cc4N3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]=C=C1CCc2ccc(OCCCCN3CC=C(OCCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]=C=C1CCc2ccc(OCCCCCN3CCN(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]=C=C1CCc2ccc(OCCCCCN3CCN(CCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]=C=C1CCc2ccc(OCCCCCN3C=CC=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)C3)cc2N1,0.7659574468085106
[SH]=[SH][SH][SH]=C=C1CCc2ccc(NN=C3CCc4ccc(OCCCCN5CCN(c6cccc(Cl)c6Cl)CC5)cc4N3)cc2N1,0.7659574468085106
[SH]=[SH][SH]O[SH]N=C1CCc2ccc(C=C3CCc4ccc(OCCCCN5CCN(c6cccc(Cl)c6Cl)CC5)cc4N3)cc2N1,0.7659574468085106
[SH]=[SH][SH]O[SH]=C=C1CCc2ccc(OCCCCN3CC=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH]NC=C1CCc2ccc(OCCCCN3CC=C(OCCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH]NC=C1CCc2ccc(OCCCCCN3CC=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
[SH]=[SH][SH]N=C1CCc2ccc([SH][SH]=C=C3CCc4ccc(OCCCCN5CCN(c6cccc(Cl)c6Cl)CC5)cc4N3)cc2N1,0.7659574468085106
[SH]=[SH][SH]N=C1CCc2ccc(O[SH]=C=C3CCc4ccc(OCCCCN5CCN(c6cccc(Cl)c6Cl)CC5)cc4N3)cc2N1,0.7659574468085106
[SH]=[SH][SH]N=C1CCc2ccc(OC[SH]=C3CCc4ccc(OCCCCN5CCN(c6cccc(Cl)c6Cl)CC5)cc4N3)cc2N1,0.7659574468085106
[SH]=[SH][SH]N=C1CCc2ccc(OCCCCN3CCN(C=COCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.7659574468085106
